entid,CaseType
569102406,4.0
991275528,4.0
848540141,4.0
292313361,4.0
305076413,4.0
1127907248,4.0
97447481,4.0
211352641,4.0
492696116,4.0
1154827722,4.0
164756503,4.0
684366053,4.0
812637156,4.0
84862282,4.0
703724512,4.0
26978690,4.0
178383552,4.0
431658066,4.0
1053033454,4.0
1217896556,4.0
46168801,4.0
141835705,4.0
501893092,4.0
115259654,4.0
908737454,4.0
724805518,4.0
8139354,4.0
947405923,4.0
562963972,4.0
552651300,4.0
1059377169,4.0
85580779,4.0
635663959,4.0
673210675,4.0
1103580896,4.0
386598045,4.0
189308058,4.0
12950056,4.0
670419354,4.0
297715872,4.0
60728002,4.0
485874089,4.0
159559301,4.0
952414273,4.0
305990988,4.0
21601934,4.0
82826982,4.0
815878087,4.0
302679959,4.0
1120056797,4.0
241670337,4.0
184552458,4.0
739711013,4.0
81138766,4.0
260626730,4.0
961342330,4.0
403721550,4.0
956574285,4.0
1062109457,4.0
1047121478,4.0
834914998,4.0
487421254,4.0
491205937,4.0
931778146,4.0
1023074032,4.0
308741165,4.0
133091716,4.0
40431646,4.0
129021712,4.0
702865981,4.0
1097906523,4.0
338893548,4.0
720296017,4.0
392017860,4.0
39148313,4.0
694488174,4.0
962456855,4.0
949622672,4.0
1232435460,4.0
717142185,4.0
365884653,4.0
812873078,4.0
944292542,4.0
944961774,4.0
683391285,4.0
766147192,4.0
859500880,4.0
280765951,4.0
520307384,4.0
274480802,4.0
1031468583,4.0
645249651,4.0
1132496715,4.0
167371979,4.0
699820954,4.0
596006522,4.0
268918015,4.0
265370615,4.0
574628572,4.0
249572815,4.0
189267025,4.0
856300291,4.0
447862792,4.0
987968279,4.0
877477798,4.0
118111127,4.0
289473615,4.0
1095806153,4.0
177706906,4.0
147676902,4.0
962571330,4.0
840427973,4.0
1086151159,4.0
1079094567,4.0
1203524442,4.0
470676106,4.0
2408035,4.0
800606822,4.0
277376953,4.0
392864293,4.0
477260713,4.0
1169937673,4.0
1127245280,4.0
338875772,4.0
1088273481,4.0
762050375,4.0
826068928,4.0
284244015,4.0
1003480802,4.0
243250997,4.0
560175019,4.0
305843161,4.0
940768676,4.0
581350528,4.0
443581905,4.0
313675833,4.0
994360260,4.0
1200765321,4.0
128440111,4.0
342806490,4.0
948132170,4.0
297657832,4.0
207081036,4.0
1227002332,4.0
1150755124,4.0
1094599775,4.0
192416561,4.0
1063055180,4.0
344253608,4.0
60314496,4.0
714745030,4.0
36357781,4.0
151687101,4.0
483311587,4.0
11879056,4.0
540803851,4.0
867990792,4.0
742970169,4.0
418470430,4.0
161585666,4.0
439095318,4.0
195862938,4.0
673116451,4.0
786781850,4.0
557592304,4.0
828245786,4.0
950635903,4.0
1012600984,4.0
1173086828,4.0
210785406,4.0
935913967,4.0
548502102,4.0
153980137,4.0
357574709,4.0
812172698,4.0
1007702875,4.0
1201376187,4.0
1112345528,4.0
997758771,4.0
258074349,4.0
1019500459,4.0
354191968,4.0
480346964,4.0
1032602496,4.0
34252066,4.0
1104703010,4.0
1212314502,4.0
678614325,4.0
802729064,4.0
445313035,4.0
891752462,4.0
944457930,4.0
471465993,4.0
836448228,4.0
1117250524,4.0
1112575315,4.0
53571128,4.0
565925879,4.0
96977515,4.0
663655444,4.0
568836155,4.0
1023274341,4.0
669330546,4.0
1155247007,4.0
159963560,4.0
530659464,4.0
950587093,4.0
862503712,4.0
286849618,4.0
818330518,4.0
331904252,4.0
318990171,4.0
657187147,4.0
1045208258,4.0
20689540,4.0
484548985,4.0
643300510,4.0
125952985,4.0
912943609,4.0
1181262699,4.0
549427781,4.0
753342913,4.0
446899473,4.0
1106453921,4.0
970812071,4.0
1106278934,4.0
2126661,4.0
248776390,4.0
1087113602,4.0
1145184588,4.0
1058425949,4.0
269619435,4.0
640404632,4.0
335419973,4.0
732306730,4.0
693819731,4.0
111286211,4.0
284530335,4.0
1218754457,4.0
757960207,4.0
259165398,4.0
78642515,4.0
360839424,4.0
700577215,4.0
361669460,4.0
960795336,4.0
942703303,4.0
334427936,4.0
1036314541,4.0
382991322,4.0
729455378,4.0
2604506,4.0
976281343,4.0
1192147298,4.0
628540474,4.0
717111218,4.0
131909837,4.0
790785896,4.0
1117920911,4.0
792231041,4.0
950012650,4.0
98968282,4.0
18258442,4.0
79439224,4.0
443270860,4.0
863920699,4.0
214737721,4.0
897819459,4.0
405091695,4.0
743995936,4.0
634979975,4.0
60465899,4.0
1155797450,4.0
752235620,4.0
1207807961,4.0
875627462,4.0
37509098,4.0
537914496,4.0
1142639773,4.0
546958825,4.0
1163208582,4.0
238795099,4.0
900307228,4.0
670167267,4.0
375066805,4.0
538786780,4.0
827967117,4.0
630770040,4.0
604873588,4.0
250481925,4.0
332421761,4.0
736537893,4.0
498463709,4.0
589860097,4.0
228935010,4.0
1140496964,4.0
1137992340,4.0
121792369,4.0
533212264,4.0
828773926,4.0
1124625536,4.0
920087607,4.0
138139524,4.0
885229866,4.0
695959943,4.0
998830459,4.0
566716001,4.0
111436062,4.0
798538458,4.0
684642668,4.0
778805330,4.0
1136093879,4.0
844543943,4.0
54456367,4.0
407662345,4.0
596870767,4.0
998467460,4.0
607271397,4.0
46754004,4.0
6217199,4.0
569437741,4.0
377078513,4.0
1211758009,4.0
119513967,4.0
881129425,4.0
635745339,4.0
266260298,4.0
856465520,4.0
24202223,4.0
856543425,4.0
1028838756,4.0
1126254280,4.0
656647455,4.0
359592356,4.0
1023206433,4.0
992465766,4.0
1118224239,4.0
637198672,4.0
742531827,4.0
574615171,4.0
216688638,4.0
930719951,4.0
1176890529,4.0
330230288,4.0
1113403058,4.0
549512168,4.0
1165666796,4.0
951687,4.0
124068234,4.0
986422994,4.0
188967987,4.0
967421163,4.0
517772936,4.0
85583992,4.0
1039562314,4.0
690179651,4.0
20831715,4.0
7276600,4.0
1135979979,4.0
692870659,4.0
427732455,4.0
386238269,4.0
68108625,4.0
165722714,4.0
790677122,4.0
317176006,4.0
1018549779,4.0
37347772,4.0
335636629,4.0
197025700,4.0
759738693,4.0
1127454408,4.0
1217740103,4.0
195825293,4.0
737651562,4.0
1067872962,4.0
652109476,4.0
1174959486,4.0
539113059,4.0
578187434,4.0
488288480,4.0
930423548,4.0
727076239,4.0
842601360,4.0
828213891,4.0
179267227,4.0
33883070,4.0
832804409,4.0
52268507,4.0
110757673,4.0
442312277,4.0
1077538081,4.0
634390566,4.0
1176196365,4.0
259793066,4.0
423418864,4.0
866947313,4.0
459492445,4.0
84072644,4.0
806380205,4.0
467010489,4.0
509162795,4.0
924244394,4.0
634968466,4.0
541082305,4.0
59484686,4.0
390254981,4.0
736167810,4.0
1068933732,4.0
1005461308,4.0
1048964510,4.0
1127949430,4.0
197092665,4.0
160562230,4.0
926143783,4.0
159028882,4.0
1162871306,4.0
274784924,4.0
434626360,4.0
518569716,4.0
559222210,4.0
383367223,4.0
402882333,4.0
411114537,4.0
693101804,4.0
300265501,4.0
356473741,4.0
1223070625,4.0
519026759,4.0
162427194,4.0
619049528,4.0
1198530227,4.0
1033329062,4.0
7377264,4.0
712036798,4.0
802804894,4.0
997784389,4.0
672025766,4.0
777068255,4.0
1124030048,4.0
1071356802,4.0
404242918,4.0
751129954,4.0
86243682,4.0
1057471003,4.0
489889425,4.0
220656222,4.0
136792886,4.0
804324110,4.0
78855887,4.0
718751273,4.0
756879481,4.0
408395397,4.0
12402367,4.0
986541882,4.0
275745778,4.0
123542618,4.0
866162419,4.0
695000789,4.0
325014845,4.0
782922115,4.0
138481944,4.0
1085252711,4.0
233761502,4.0
1114870905,4.0
334693876,4.0
1073699023,4.0
327854510,4.0
467968569,4.0
849380778,4.0
772821149,4.0
609800950,4.0
1003221786,4.0
606252638,4.0
790581983,4.0
936800245,4.0
262456287,4.0
1200015744,4.0
752773693,4.0
1161908683,4.0
374874444,4.0
615507156,4.0
1067671809,4.0
109547337,4.0
526302236,4.0
620930263,4.0
591644361,4.0
1155495815,4.0
253363228,4.0
844004538,4.0
1099132230,4.0
753334434,4.0
881819615,4.0
548635895,4.0
995515680,4.0
77525532,4.0
1028236446,4.0
443428238,4.0
755321578,4.0
657982396,4.0
337501821,4.0
553289910,4.0
464134803,4.0
973296977,4.0
659868356,4.0
1171110656,4.0
660932173,4.0
443072195,4.0
589559168,4.0
160189895,4.0
790109616,4.0
850118958,4.0
160897946,4.0
804594663,4.0
585628642,4.0
1079065272,4.0
772661989,4.0
22968352,4.0
1059696849,4.0
658341010,4.0
178185071,4.0
42102154,4.0
79285224,4.0
265125448,4.0
725478253,4.0
258621015,4.0
600314978,4.0
782161140,4.0
1165350848,4.0
187604515,4.0
1166128299,4.0
136192402,4.0
13844893,4.0
662369585,4.0
646553788,4.0
1139621730,4.0
186900972,4.0
181151053,4.0
401407923,4.0
926975391,4.0
143669928,4.0
1160473292,4.0
354264679,4.0
1043485124,4.0
597262958,4.0
646673895,4.0
256146076,4.0
907197439,4.0
443389038,4.0
54227182,4.0
874153886,4.0
735298812,4.0
804428142,4.0
1022943821,4.0
518300054,4.0
447974228,4.0
459807855,4.0
419583315,4.0
952061226,4.0
57942280,4.0
477955166,4.0
891179924,4.0
567996884,4.0
398004157,4.0
807391640,4.0
446602102,4.0
684879148,4.0
1091604961,4.0
359264640,4.0
85655162,4.0
469909280,4.0
733767486,4.0
592901819,4.0
140525321,4.0
876061452,4.0
121925477,4.0
79023424,4.0
1078969713,4.0
596825089,4.0
160633062,4.0
350741041,4.0
846267676,4.0
583466033,4.0
1094121304,4.0
597879206,4.0
541614379,4.0
70604305,4.0
383295322,4.0
450589959,4.0
1014013036,4.0
434366847,4.0
838492028,4.0
869826839,4.0
114399890,4.0
546061959,4.0
573315585,4.0
624352862,4.0
949262191,4.0
372517610,4.0
1019834449,4.0
446994608,4.0
347752212,4.0
5021913,4.0
776462387,4.0
99718369,4.0
1002303049,4.0
162534378,4.0
1104418843,4.0
627347298,4.0
479087523,4.0
1044165233,4.0
1220850302,4.0
1009549801,4.0
1133325497,4.0
808058276,4.0
386687687,4.0
307356722,4.0
117200714,4.0
727166393,4.0
976446498,4.0
1130337373,4.0
1228521501,4.0
333660563,4.0
432563835,4.0
132294449,4.0
949368800,4.0
472989353,4.0
555595046,4.0
449683978,4.0
319252529,4.0
117946308,4.0
202851495,4.0
196618454,4.0
1033898812,4.0
15641748,4.0
1095115325,4.0
899806511,4.0
72275743,4.0
831228888,4.0
460916777,4.0
1186748446,4.0
242948713,4.0
599041005,4.0
38593428,4.0
317701170,4.0
416411986,4.0
158286222,4.0
995595108,4.0
770085170,4.0
1029827269,4.0
232516341,4.0
1123483716,4.0
614851993,4.0
1230453127,4.0
645588108,4.0
305091272,4.0
879642521,4.0
1016884114,4.0
187815779,4.0
6594700,4.0
176005267,4.0
272098311,4.0
299783524,4.0
225295510,4.0
1126889326,4.0
481611457,4.0
610463735,4.0
141924311,4.0
27292169,4.0
18032423,4.0
1023657559,4.0
1229995820,4.0
217067831,4.0
28700306,4.0
754120700,4.0
481018530,4.0
167231239,4.0
369673369,4.0
43814551,4.0
101864059,4.0
338709811,4.0
797023681,4.0
15764733,4.0
1016673593,4.0
1151731150,4.0
221197,4.0
757122827,4.0
711909874,4.0
579602602,4.0
28899692,4.0
654255763,4.0
1197856661,4.0
263907258,4.0
281192726,4.0
253460617,4.0
114467175,4.0
952618460,4.0
681263154,4.0
1095667409,4.0
429706056,4.0
100140457,4.0
185928611,4.0
200577133,4.0
902406486,4.0
643924098,4.0
605938059,4.0
440353702,4.0
134519154,4.0
848221357,4.0
645221211,4.0
867797442,4.0
220536959,4.0
678665987,4.0
76820084,4.0
719651061,4.0
387839208,4.0
682106590,4.0
1063502349,4.0
496737215,4.0
683650234,4.0
959069793,4.0
490362342,4.0
1067959897,4.0
1051077026,4.0
646340285,4.0
321446565,4.0
465306314,4.0
282433420,4.0
510700463,4.0
79172005,4.0
1225411190,4.0
200393214,4.0
1070982086,4.0
1201825225,4.0
651935083,4.0
666859225,4.0
770821655,4.0
867300852,4.0
96827232,4.0
255811528,4.0
648956974,4.0
899239689,4.0
1055601621,4.0
220836175,4.0
462990424,4.0
32062727,4.0
870902522,4.0
438839011,4.0
914851108,4.0
1210183758,4.0
1021501680,4.0
1050086427,4.0
291988590,4.0
1128987741,4.0
635892988,4.0
707272648,4.0
160080166,4.0
906526832,4.0
720514330,4.0
430408411,4.0
91034851,4.0
362967947,4.0
510842441,4.0
46804728,4.0
652569577,4.0
166582488,4.0
289183373,4.0
510700934,4.0
77385412,4.0
738536414,4.0
590738055,4.0
294469678,4.0
703809235,4.0
551032642,4.0
700578529,4.0
194110994,4.0
1118740532,4.0
736068225,4.0
874307336,4.0
532157810,4.0
1126703284,4.0
960837300,4.0
402822767,4.0
284484051,4.0
834372528,4.0
895634697,4.0
699717848,4.0
619896552,4.0
1052315906,4.0
785427307,4.0
1077547693,4.0
105854406,4.0
1156843453,4.0
494467644,4.0
574374501,4.0
529930343,4.0
1020701207,4.0
188839445,4.0
2118849,4.0
191730494,4.0
455602075,4.0
430381261,4.0
413693093,4.0
1047477702,4.0
304446083,4.0
29978271,4.0
579085849,4.0
1174463949,4.0
644070397,4.0
128143868,4.0
988311456,4.0
942317928,4.0
1005390039,4.0
67987600,4.0
926360825,4.0
521348036,4.0
771355298,4.0
924956155,4.0
1028531518,4.0
718367147,4.0
961006772,4.0
186373030,4.0
641446315,4.0
292284643,4.0
248817807,4.0
178292221,4.0
1214752744,4.0
590481740,4.0
1020636803,4.0
772203923,4.0
336247780,4.0
1018356465,4.0
479923094,4.0
956099153,4.0
231961507,4.0
228921412,4.0
15505494,4.0
729832439,4.0
445721501,4.0
25315744,4.0
888379768,4.0
923780699,4.0
266813726,4.0
1080172329,4.0
1002659570,4.0
990459089,4.0
53835321,4.0
115596753,4.0
294512832,4.0
45163949,4.0
403124040,4.0
189194616,4.0
379292627,4.0
37915461,4.0
727215858,4.0
934198287,4.0
1166236995,4.0
1231510113,4.0
201444100,4.0
554966420,4.0
1095473849,4.0
1075696473,4.0
469178790,4.0
198802340,4.0
672628927,4.0
420707146,4.0
555791661,4.0
302033598,4.0
1165433517,4.0
606690270,4.0
975253127,4.0
883524571,4.0
567835208,4.0
455016320,4.0
308662963,4.0
380025775,4.0
509580845,4.0
829249405,4.0
721532497,4.0
933133385,4.0
1073896617,4.0
1073178288,4.0
1010071850,4.0
219126679,4.0
295914259,4.0
170627249,4.0
647780140,4.0
6231593,4.0
983963171,4.0
689031679,4.0
555900205,4.0
130237444,4.0
697910280,4.0
150412061,4.0
787077490,4.0
1222576927,4.0
188556813,4.0
334098857,4.0
402814506,4.0
909473459,4.0
553061350,4.0
267411676,4.0
818662081,4.0
197392914,4.0
396296266,4.0
165472319,4.0
1168489817,4.0
318335931,4.0
468189934,4.0
553207029,4.0
606772756,4.0
480372201,4.0
104482775,4.0
528081927,4.0
1099286925,4.0
56795650,4.0
766776854,4.0
379190113,4.0
957992725,4.0
746165816,4.0
12562085,4.0
471810635,4.0
830233875,4.0
350850093,4.0
1120440764,4.0
1064516369,4.0
737561010,4.0
1057603484,4.0
27121327,4.0
1076936523,4.0
269035536,4.0
533815393,4.0
870947625,4.0
302069575,4.0
322235754,4.0
556601957,4.0
940507759,4.0
185923323,4.0
38620957,4.0
460751033,4.0
182350276,4.0
368253085,4.0
77728927,4.0
990398076,4.0
631111152,4.0
932300688,4.0
218419392,4.0
766391861,4.0
72774888,4.0
1112004374,4.0
221066351,4.0
547980097,4.0
495261223,4.0
873651659,4.0
774155183,4.0
738715562,4.0
422459086,4.0
911813352,4.0
671381624,4.0
895857171,4.0
423822731,4.0
916703708,4.0
513478646,4.0
725886124,4.0
739101911,4.0
718940335,4.0
752843516,4.0
485566966,4.0
350625786,4.0
993548893,4.0
1191135325,4.0
256921298,4.0
263768334,4.0
107719623,4.0
260286782,4.0
378384664,4.0
577783756,4.0
160936990,4.0
966905657,4.0
641545238,4.0
657748131,4.0
535938768,4.0
859431505,4.0
255193143,4.0
579445218,4.0
159891237,4.0
58663843,4.0
1052474287,4.0
884718300,4.0
515112554,4.0
873924763,4.0
1146738440,4.0
81994622,4.0
545408551,4.0
73188056,4.0
263464755,4.0
1121810685,4.0
33309054,4.0
945572324,4.0
486445677,4.0
1068576799,4.0
513385601,4.0
929419247,4.0
944113496,4.0
623380080,4.0
1169404670,4.0
462906284,4.0
1074044392,4.0
556931102,4.0
609202653,4.0
984747078,4.0
399950069,4.0
1205662175,4.0
72647861,4.0
1231775928,4.0
496937231,4.0
218099234,4.0
905236705,4.0
1094037964,4.0
1004717959,4.0
754241569,4.0
475450247,4.0
311293903,4.0
948271395,4.0
721365919,4.0
349096361,4.0
142034093,4.0
1156654650,4.0
716238110,4.0
1153511266,4.0
220893946,4.0
510209973,4.0
1151232580,4.0
1120871194,4.0
997451123,4.0
1032792355,4.0
699920662,4.0
792215638,4.0
237199851,4.0
594537663,4.0
62022045,4.0
14079560,4.0
892903363,4.0
946255845,4.0
1103538353,4.0
1053212423,4.0
67264605,4.0
253957370,4.0
316128682,4.0
1042380243,4.0
834264380,4.0
567251967,4.0
479137124,4.0
420896715,4.0
115050639,4.0
72509104,4.0
1209948197,4.0
1165669124,4.0
783800084,4.0
10367939,4.0
717192298,4.0
454176236,4.0
846726609,4.0
54673859,4.0
261892679,4.0
1091349420,4.0
837731936,4.0
986275639,4.0
154979170,4.0
308709372,4.0
85241169,4.0
1208312381,4.0
323147402,4.0
1117724341,4.0
390309681,4.0
87092606,4.0
813388287,4.0
113766077,4.0
460651509,4.0
593308263,4.0
821740869,4.0
901191031,4.0
1165393049,4.0
95926854,4.0
1212044385,4.0
144094091,4.0
382601392,4.0
1083859289,4.0
555062566,4.0
1117061229,4.0
216811345,4.0
118874121,4.0
159430594,4.0
888839180,4.0
105619507,4.0
279183008,4.0
705346865,4.0
994987899,4.0
81500540,4.0
1141860255,4.0
432656756,4.0
940460706,4.0
694510926,4.0
949873187,4.0
46789661,4.0
1008698866,4.0
157092303,4.0
1086305109,4.0
797886087,4.0
412296844,4.0
494132262,4.0
667453278,4.0
797568314,4.0
786025532,4.0
473220924,4.0
546398335,4.0
689740936,4.0
1049118355,4.0
851707293,4.0
593410776,4.0
1066449204,4.0
809817794,4.0
686925059,4.0
114822988,4.0
178105663,4.0
664875663,4.0
204455748,4.0
304320622,4.0
923865179,4.0
1064108542,4.0
130249907,4.0
114920593,4.0
478184121,4.0
249815891,4.0
9645357,4.0
102285242,4.0
527499435,4.0
319086535,4.0
987353460,4.0
1136230166,4.0
621763600,4.0
1142790093,4.0
393068800,4.0
917011557,4.0
948701265,4.0
1226386574,4.0
1130169618,4.0
450280565,4.0
1187502992,4.0
1115830165,4.0
460745974,4.0
254906929,4.0
699498266,4.0
655491688,4.0
921963405,4.0
693267795,4.0
1154555947,4.0
476379945,4.0
714149419,4.0
683585420,4.0
636544214,4.0
1002002046,4.0
368420161,4.0
136811729,4.0
320495455,4.0
411062596,4.0
648283802,4.0
548440770,4.0
390111097,4.0
393460655,4.0
772922863,4.0
735449975,4.0
623691203,4.0
845516289,4.0
520920006,4.0
350903253,4.0
977487960,4.0
16828417,4.0
33498527,4.0
106353963,4.0
684352434,4.0
172696857,4.0
4899340,4.0
1087120655,4.0
1060088577,4.0
1122802283,4.0
1209811735,4.0
885602718,4.0
972832168,4.0
771237823,4.0
94271564,4.0
1196430422,4.0
518841562,4.0
505102113,4.0
585103456,4.0
857488370,4.0
1137782788,4.0
153139183,4.0
708376202,4.0
481802824,4.0
53996291,4.0
78986550,4.0
452584000,4.0
424265303,4.0
326261903,4.0
1198177526,4.0
334385685,4.0
1178956600,4.0
725459990,4.0
1057838635,4.0
492632493,4.0
217811353,4.0
170783288,4.0
263223784,4.0
632965988,4.0
160269670,4.0
837237594,4.0
1087203559,4.0
305792760,4.0
264693056,4.0
970374645,4.0
848082593,4.0
950084897,4.0
682036824,4.0
356422239,4.0
768482635,4.0
926197727,4.0
928913866,4.0
286347837,4.0
82926335,4.0
934295373,4.0
714492796,4.0
1195258046,4.0
148531776,4.0
1010142846,4.0
1178585909,4.0
421819978,4.0
318273186,4.0
845919005,4.0
764405882,4.0
257413923,4.0
889770681,4.0
394604668,4.0
393529853,4.0
124940490,4.0
335452445,4.0
1111063111,4.0
631413574,4.0
547842183,4.0
272778500,4.0
207241268,4.0
38792953,4.0
54632025,4.0
107639793,4.0
369163140,4.0
263177201,4.0
776724585,4.0
299244318,4.0
609404760,4.0
292121926,4.0
993207860,4.0
904741369,4.0
800964177,4.0
1161132456,4.0
183103181,4.0
212618393,4.0
922543873,4.0
1058358745,4.0
1156537609,4.0
1200405615,4.0
646860149,4.0
1003500663,4.0
494216244,4.0
1182175725,4.0
301055749,4.0
1185401075,4.0
1226281479,4.0
1103488590,4.0
285351517,4.0
185788468,4.0
732222753,4.0
956601166,4.0
108393425,4.0
106189694,4.0
869972366,4.0
1195389205,4.0
983049526,4.0
762027375,4.0
816874677,4.0
136757305,4.0
714619156,4.0
546141373,4.0
1033165268,4.0
133495793,4.0
222277300,4.0
359798252,4.0
751009818,4.0
310834550,4.0
397732299,4.0
669730926,4.0
469217997,4.0
688613486,4.0
271060898,4.0
1156685256,4.0
117079703,4.0
870921211,4.0
1223652130,4.0
258994427,4.0
1081728372,4.0
160507891,4.0
290523763,4.0
839764982,4.0
286315038,4.0
69231525,4.0
22065829,4.0
436219328,4.0
999939302,4.0
238814033,4.0
1206399189,4.0
8613427,4.0
23341331,4.0
157079092,4.0
579312182,4.0
1144404241,4.0
69056627,4.0
1005025210,4.0
36783427,4.0
214158801,4.0
308231649,4.0
638430829,4.0
632352660,4.0
944022186,4.0
107845299,4.0
1203814212,4.0
849542656,4.0
74156343,4.0
19173561,4.0
113793636,4.0
16005034,4.0
401087436,4.0
527294821,4.0
706663058,4.0
283938986,4.0
974183197,4.0
285080998,4.0
863821035,4.0
570750426,4.0
11188647,4.0
762889713,4.0
1018977880,4.0
334193642,4.0
101231537,4.0
579109408,4.0
971196406,4.0
550639610,4.0
498652710,4.0
717080844,4.0
20558990,4.0
756910143,4.0
593696177,4.0
439534,4.0
915299949,4.0
95133961,4.0
1089996673,4.0
315743811,4.0
592755734,4.0
790975792,4.0
1086417627,4.0
8154079,4.0
768550740,4.0
140118280,4.0
1085345585,4.0
211073766,4.0
937476486,4.0
732330100,4.0
897435016,4.0
1147698627,4.0
959612764,4.0
18574509,4.0
1023382253,4.0
154484947,4.0
101646309,4.0
1140723144,4.0
852619529,4.0
634743572,4.0
647965730,4.0
475728275,4.0
1222823940,4.0
1044138027,4.0
251921582,4.0
811616724,4.0
88923176,4.0
202957804,4.0
383422886,4.0
369161014,4.0
832293063,4.0
442031775,4.0
1050187141,4.0
946456871,4.0
63434160,4.0
1106403094,4.0
873388560,4.0
109606,4.0
1018868458,4.0
1097293252,4.0
1073542190,4.0
1158203773,4.0
8556215,4.0
668977235,4.0
14032682,4.0
416763052,4.0
613055400,4.0
13279008,4.0
212693064,4.0
1232704183,4.0
1104787687,4.0
764982198,4.0
507173378,4.0
948846797,4.0
841011628,4.0
540501276,4.0
1095422184,4.0
679645022,4.0
464435127,4.0
1138034768,4.0
1055695078,4.0
1070103503,4.0
1086832694,4.0
450297033,4.0
645917649,4.0
297716587,4.0
459023004,4.0
337986118,4.0
201840357,4.0
729078072,4.0
90553906,4.0
761070734,4.0
584246783,4.0
790186804,4.0
1234077657,4.0
111129167,4.0
323531660,4.0
93543846,4.0
942585560,4.0
507553157,4.0
350840360,4.0
648898177,4.0
758426890,4.0
770939355,4.0
823823326,4.0
392478952,4.0
1034901214,4.0
988024120,4.0
476781118,4.0
1120677621,4.0
1221810711,4.0
406704808,4.0
458240227,4.0
607973103,4.0
183567345,4.0
110827208,4.0
724989064,4.0
770160817,4.0
113395159,4.0
250233397,4.0
533035670,4.0
218521663,4.0
1135144380,4.0
218533905,4.0
963458731,4.0
257483829,4.0
1020166630,4.0
189926284,4.0
936037445,4.0
931958960,4.0
3342932,4.0
1186704019,4.0
178730157,4.0
503253965,4.0
268498231,4.0
135602231,4.0
1005563363,4.0
169966766,4.0
1210627137,4.0
1167659648,4.0
1228670868,4.0
503864186,4.0
144993606,4.0
1154027962,4.0
1076638596,4.0
973237965,4.0
586623720,4.0
875670290,4.0
370377626,4.0
804872949,4.0
139637367,4.0
841110875,4.0
450305430,4.0
699691718,4.0
1158550237,4.0
637551141,4.0
596211245,4.0
86073952,4.0
661412875,4.0
245679472,4.0
496454976,4.0
531581433,4.0
137817615,4.0
45873211,4.0
1223639799,4.0
219425135,4.0
529353060,4.0
598159668,4.0
1005178766,4.0
576953466,4.0
501299164,4.0
732826358,4.0
698020204,4.0
1128329951,4.0
78707617,4.0
187364170,4.0
244159408,4.0
11568352,4.0
637274214,4.0
483628836,4.0
1053196390,4.0
1021306091,4.0
1006756992,4.0
444802058,4.0
650959739,4.0
1225437855,4.0
325937928,4.0
1065491654,4.0
1176994634,4.0
784226918,4.0
38363655,4.0
524676222,4.0
20482404,4.0
918309245,4.0
894252917,4.0
17566259,4.0
122655659,4.0
148121288,4.0
216874462,4.0
731114139,4.0
438852859,4.0
548659914,4.0
1101585609,4.0
193749072,4.0
370551911,4.0
1025554779,4.0
44485709,4.0
759644210,4.0
516287023,4.0
176450308,4.0
17015998,4.0
1180332385,4.0
454230400,4.0
319605273,4.0
24449850,4.0
552148999,4.0
585856640,4.0
1028587658,4.0
931039876,4.0
106897089,4.0
498561775,4.0
186699118,4.0
1191771642,4.0
96265667,4.0
88875237,4.0
1211944466,4.0
534024185,4.0
401822332,4.0
1194450635,4.0
891114589,4.0
838812049,4.0
294465117,4.0
628490063,4.0
681465988,4.0
56597353,4.0
1180766604,4.0
741831519,4.0
29219424,4.0
908124852,4.0
748352214,4.0
442821170,4.0
512976259,4.0
222703858,4.0
390864946,4.0
1170893794,4.0
236779781,4.0
166666640,4.0
1233023604,4.0
192758998,4.0
553268420,4.0
1088880330,4.0
1046248904,4.0
177180605,4.0
933843161,4.0
349315770,4.0
11205016,4.0
750171129,4.0
781745249,4.0
1229037298,4.0
631397174,4.0
899842500,4.0
931065998,4.0
229798399,4.0
221032910,4.0
999452614,4.0
1047520340,4.0
744220146,4.0
295067978,4.0
661526755,4.0
662029528,4.0
265414334,4.0
291153990,4.0
171235661,4.0
899814218,4.0
11826214,4.0
1068058034,4.0
694232703,4.0
496753430,4.0
923188068,4.0
1194981927,4.0
806147703,4.0
92829778,4.0
802042048,4.0
835320059,4.0
766144689,4.0
294283105,4.0
388393422,4.0
1166352808,4.0
796097,4.0
195404065,4.0
8765242,4.0
998644389,4.0
217624109,4.0
614634507,4.0
1200252497,4.0
1215288114,4.0
214770592,4.0
159088041,4.0
1083242133,4.0
644295603,4.0
553007467,4.0
745031577,4.0
13901574,4.0
1109147679,4.0
351066446,4.0
18454080,4.0
142882104,4.0
529940527,4.0
403271403,4.0
207210491,4.0
708730881,4.0
818420099,4.0
838642117,4.0
193910994,4.0
250049929,4.0
826767461,4.0
1092025052,4.0
399150964,4.0
234766156,4.0
867895715,4.0
955246836,4.0
325946023,4.0
1215435198,4.0
1095718591,4.0
388511939,4.0
1187991990,4.0
15206081,4.0
231242051,4.0
31643522,4.0
427198813,4.0
844261030,4.0
1066649257,4.0
118285712,4.0
1055574055,4.0
679782174,4.0
1006135591,4.0
1006502545,4.0
937476119,4.0
201509476,4.0
575061243,4.0
1051312210,4.0
500724522,4.0
94204697,4.0
1229750466,4.0
319678108,4.0
1507679,4.0
431935830,4.0
529429475,4.0
1163669700,4.0
816725304,4.0
74138017,4.0
702693798,4.0
597568117,4.0
872028845,4.0
461201889,4.0
298097687,4.0
400647696,4.0
307639182,4.0
735106934,4.0
408807999,4.0
92286244,4.0
707839573,4.0
566211575,4.0
