entid,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum,CaseType
1155942293,,,,1,25,9,0.0,,0.0,,,,,,0,1.0,0,3
944041827,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0,3
297840921,,,,0,27,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
135026013,,,,0,5,11,300.0,156.0,0.0,,,,,,0,,0,3
881639012,,,,0,22,11,0.0,,0.0,,,,0.0,,0,,0,3
507433114,,,,0,31,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
99774355,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
905790224,,,,0,5,11,1000.0,156.0,0.0,,,,,,0,,0,3
596716081,,,,0,8,11,100.0,156.0,0.0,,,,0.0,,1,,0,3
471931044,,,,0,3,11,10.0,156.0,0.0,,,,,,0,,0,3
424007840,,,,0,5,9,500.0,156.0,0.0,,,,0.0,,0,,0,3
1057417896,,,,0,3,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
1165654536,,,,0,7,4,30000.0,156.0,30000.0,,,,,,0,,0,3
854368587,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
172705492,,,,0,3,11,2000.0,156.0,0.0,,,,,,0,,0,3
1003786822,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
1141604708,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,0
1218459383,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
274537741,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
1162881188,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
464489452,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
146477661,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
691939625,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
97599295,,,,0,3,11,200.0,156.0,0.0,,,,,,0,,0,3
1151926621,,,,0,5,11,3000.0,156.0,0.0,,,,,,0,,0,3
1149932031,,,,0,5,11,6.0,156.0,0.0,,,,0.0,,0,,0,3
384974106,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
207370900,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
812482882,,,,0,16,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,0
388851900,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
634924543,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,1,,0,3
489081781,,,,1,27,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
972603126,,,,0,5,11,300.0,156.0,0.0,,,,,,0,,0,3
893839911,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
569311652,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
938735146,,,,0,5,11,30.0,156.0,0.0,,,,0.0,,0,,0,3
280380005,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
747551895,,,,0,17,9,0.0,,0.0,,,,0.0,,0,,0,3
950477262,,,,0,1,11,2000.0,156.0,2000.0,,,,0.0,,0,,0,3
104687734,,,,0,43,11,10.0,156.0,0.0,,,,,,0,,0,0
1067030732,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
352833104,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
694935190,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
814750034,,,,0,3,11,1000.0,156.0,1000.0,,,,0.0,,0,,0,3
705054375,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
39148641,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
213159696,,,,0,5,11,60.0,156.0,0.0,,,,0.0,,0,,0,3
670991159,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
952315954,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
462279813,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
1127446955,,,,0,3,11,3000.0,156.0,0.0,,,,0.0,,1,,0,3
781920232,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
893764247,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
307832564,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0,3
864229628,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
1233722231,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
773026940,,,,0,5,11,10000.0,156.0,0.0,,,,,,0,,0,3
57508129,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
226791803,,,,0,5,9,10.0,156.0,10.0,,,,,,0,,0,3
722657309,,,,0,5,11,20.0,156.0,20.0,,,,0.0,,0,,0,3
385324331,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
363413732,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
536607799,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
77287261,,,,0,5,11,1000.0,156.0,0.0,,,,,,0,,0,3
48139721,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,0
540725588,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
997864454,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
420128370,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
1107494464,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
217269397,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0,3
120016698,,,,0,5,9,100.0,156.0,0.0,,,,0.0,,0,,0,3
925193355,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,0
682636,,,,0,5,11,3.0,156.0,0.0,,,,0.0,,0,,0,3
889215358,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
915691115,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
1026610675,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
708296085,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
494655806,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
198645614,,,,1,3,11,66.0,156.0,66.0,,,,,,0,1.0,0,3
1082685891,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0,3
1042476978,,,,0,17,10,,,0.0,,,,0.0,,0,,0,3
836262811,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
1093842360,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
899638937,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
795779742,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,0
1132229515,,,,0,5,10,50.0,156.0,0.0,,,,0.0,,1,,0,3
663195445,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
173608654,,,,0,17,9,,,0.0,,,,,,0,,0,3
1117215786,,,,0,5,11,120.0,156.0,0.0,,,,0.0,,0,,0,3
434369652,,,,0,3,9,2000.0,156.0,0.0,,,,,,0,,0,3
109349946,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
770023067,,,,0,3,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
320426589,,,,0,19,11,0.0,,0.0,,,,,,0,,0,3
1020595851,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
923259323,,,,0,5,11,8000.0,156.0,0.0,,,,,,0,,0,3
707959011,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
1159985852,,,,0,5,9,80.0,156.0,0.0,,,,,,0,,0,3
450806114,,,,0,5,9,10.0,156.0,0.0,,,,,,0,,0,3
710072547,,,,0,3,11,3000.0,156.0,3000.0,0.0,0.0,,0.0,,0,,0,3
729451269,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
412259756,,,,0,3,11,10.0,156.0,0.0,,,,,,0,,0,3
376845234,,,,1,23,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0,3
1183470458,,,,0,3,11,5.0,156.0,0.0,,,,0.0,,0,,0,3
720509517,,,,0,3,8,3.0,156.0,3.0,,,,0.0,,0,,0,3
323717895,,,,0,19,11,0.0,,0.0,,,,,,0,,0,3
885727648,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
75056894,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
379903178,,,,0,5,10,100.0,156.0,0.0,,,,0.0,,0,,0,3
208602029,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0,3
379192079,,,,0,3,9,60.0,156.0,60.0,,,,0.0,,0,,0,3
391577769,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
169464023,,,,0,5,11,5000.0,156.0,70000.0,,,,0.0,,0,,0,3
100233421,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0,3
362903000,,,,0,6,2,1000.0,156.0,1000.0,,,,0.0,,0,1.0,0,3
1203402911,,,,0,17,11,0.0,156.0,0.0,,,,0.0,,0,,0,3
286859787,,,,0,5,9,40.0,156.0,40.0,,,,0.0,,0,,0,3
932526009,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
237634336,,,,0,3,9,50.0,156.0,10.0,,,,,,0,,0,3
885686552,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
959080401,,,,0,3,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
183833080,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
170330044,,,,0,3,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
919169251,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
742400980,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0,3
849285849,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
142676695,,,,0,3,9,1000.0,156.0,600.0,,,,0.0,,1,,0,3
255617404,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
744113346,,,,0,5,11,5000.0,156.0,0.0,,,,,,0,,0,3
841541151,,,,0,3,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
997431433,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
959410697,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
332785190,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
1030735457,,,,0,5,11,20.0,156.0,20.0,,,,,,0,,0,3
201608143,,,,0,5,10,200.0,156.0,0.0,,,,0.0,,0,,0,3
1065599506,,,,0,3,11,4800.0,156.0,0.0,,,,0.0,,0,,0,3
704862560,,,,0,14,9,30000.0,156.0,0.0,,,,,,0,,0,3
1066984012,,,,1,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
676421585,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
967318809,,,,0,5,9,10.0,156.0,10.0,,,,,,0,,0,3
224125503,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0,3
799568105,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,0
922231918,,,,0,25,9,0.0,,0.0,,,,0.0,,0,2.0,0,3
647570801,,,,0,49,11,10.0,840.0,0.0,,,,0.0,,0,,0,3
417928253,,,,0,3,11,1000.0,156.0,1000.0,,,,0.0,,0,,0,3
190741069,,,,0,7,11,10000.0,156.0,10000.0,0.0,0.0,,0.0,,0,,0,3
1051752215,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
69864218,,,,0,5,11,300.0,156.0,300.0,,,,0.0,,0,,0,3
1018494927,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,1,,0,3
136649949,,,,0,30,9,0.0,,0.0,,,,0.0,,0,1.0,0,0
619642009,,,,0,27,3,0.0,156.0,0.0,,,,,,0,,0,3
586195456,,,,0,57,9,0.0,840.0,0.0,,,,0.0,,0,1.0,0,3
915092028,,,,0,3,11,500.0,156.0,500.0,,,,0.0,,1,,0,3
289406577,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,1,,0,3
1028027711,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,0
210383067,,,,0,3,11,1000.0,156.0,10.0,,,,,,0,,0,3
1151359164,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
38245912,,,,0,5,9,180.0,156.0,0.0,,,,,,1,,0,3
970738170,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
254014915,,,,0,3,8,11.0,156.0,11.0,,,,0.0,,0,,0,3
1116658045,,,,0,5,11,1.0,156.0,0.0,,,,0.0,,0,,0,3
527302025,,,,0,5,9,20.0,156.0,0.0,,,,,,0,,0,3
739577462,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
365922999,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
8485337,,,,0,3,9,1000.0,156.0,1000.0,,,,0.0,,0,,0,3
468888250,,,,0,25,9,,,0.0,,,,0.0,,0,,0,3
1085726638,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
140245352,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0,3
620591783,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
1005435467,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
366545916,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
460199986,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
1017492578,,,,0,17,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
5025536,,,,0,3,11,5.0,156.0,5.0,,,,0.0,,0,,0,3
1185979689,,,,1,31,9,0.0,156.0,0.0,,,,0.0,,0,1.0,0,3
552644395,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
49593012,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
1085932784,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
327447823,,,,0,1,11,500.0,156.0,500.0,,,,0.0,,0,,0,3
565113965,,,,0,5,11,50.0,156.0,50.0,,,,,,1,,0,3
194970450,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0,3
590790420,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
195815638,,,,0,5,11,10.0,156.0,10.0,0.0,0.0,,0.0,,0,,0,3
1188467492,,,,0,3,11,5000.0,156.0,5000.0,,,,0.0,,0,,0,3
27666724,,,,0,8,11,500.0,156.0,500.0,,,,,,0,,0,3
901185712,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
1054297235,,,,0,5,11,20.0,156.0,0.0,,,,0.0,,0,,0,3
407546436,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
380197125,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0,3
862518655,,,,0,51,9,0.0,156.0,0.0,,,,,,0,,0,3
170154605,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
1128714156,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
11578219,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
1106791339,,,,0,5,11,6000.0,156.0,0.0,,,,,,0,,0,3
103538899,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0,3
94136991,,,,0,22,11,,,0.0,,,,0.0,,0,,0,3
1077119028,,,,0,48,11,10.0,840.0,0.0,,,,0.0,,0,,0,3
285828433,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
695526356,,,,0,3,11,500.0,156.0,500.0,,,,0.0,,1,,0,3
1098729478,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0,3
700384826,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
140640476,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,1,,0,3
380336498,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
725175640,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
1066891061,,,,0,5,11,2000.0,156.0,0.0,,,,0.0,,1,,0,3
483084153,,,,0,5,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
931883693,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
295521760,,,,0,3,11,1000.0,156.0,1000.0,,,,0.0,,0,,0,3
996030320,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
690424336,,,,0,44,11,50.0,156.0,0.0,,,,,,0,,0,3
208523205,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
327107238,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
590470593,,,,0,17,12,0.0,,0.0,,,,,,0,,0,3
1018107647,,,,0,5,11,200.0,156.0,200.0,0.0,0.0,,0.0,,0,,0,3
1094467953,,,,0,45,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
52854757,,,,0,28,9,0.0,156.0,0.0,,,,,,0,,0,3
884908859,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
245720891,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
1162220290,,,,0,26,9,0.0,,0.0,,,,,,0,,0,3
607278503,,,,0,17,5,0.0,156.0,0.0,,,,,,0,,0,3
669744226,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
1201794855,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
315441855,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
633807404,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,0
495172474,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
158248251,,,,0,5,11,200.0,156.0,200.0,,,,0.0,,0,,0,3
271842174,,,,0,5,11,1.0,156.0,0.0,,,,0.0,,0,,0,3
493724517,,,,0,44,14,100.0,156.0,100.0,,,,,,0,,0,3
1018069886,,,,0,3,11,2000.0,156.0,0.0,,,,,,0,,0,3
760576075,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
1085857349,,,,0,3,11,2000.0,156.0,0.0,,,,0.0,,0,,0,3
390780098,,,,0,5,11,90.0,156.0,0.0,,,,0.0,,0,,0,3
851397728,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
83240477,,,,0,3,9,3.0,156.0,3.0,,,,,,0,,0,3
876006391,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0,3
83572229,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
60048059,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0,3
1215821485,,,,0,3,11,5000.0,156.0,150.0,,,,0.0,,0,,0,3
1229741895,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
1113540454,,,,0,3,11,3000.0,156.0,0.0,,,,,,0,,0,3
372210897,,,,0,7,11,2000.0,156.0,2000.0,,,,,,0,,0,3
672327129,,,,0,27,9,0.0,156.0,0.0,,,,,,0,1.0,0,3
218369705,,,,0,17,13,0.0,156.0,0.0,,,,,,0,,0,3
343600466,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
459215844,,,,0,17,11,0.0,156.0,0.0,0.0,0.0,,0.0,,0,,0,3
1092343558,,,,0,3,11,5100.0,156.0,5100.0,,,,0.0,,0,,0,3
716930547,,,,0,5,11,2.0,156.0,0.0,,,,,,0,,0,3
76278720,,,,0,14,11,573.1,156.0,401.45,,,,0.0,,0,1.0,0,3
842409546,,,,0,5,11,100.0,156.0,100.0,,,,,,0,1.0,0,3
282610525,,,,0,5,11,20.0,156.0,0.0,,,,,,0,,0,3
640725174,,,,0,19,11,,156.0,0.0,,,,0.0,,1,,0,3
498426938,,,,0,5,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
553787562,,,,0,3,11,3.0,156.0,3.0,0.0,0.0,,0.0,,0,,0,3
279005699,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
1099944224,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
432161556,,,,0,5,11,33.0,156.0,33.0,,,,,,0,,0,3
613290361,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
728409098,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
1134127066,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
720719528,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
1113555915,,,,0,3,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
231491791,,,,0,13,11,1000.0,156.0,0.0,,,,0.0,,0,,0,0
1190580640,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
52403002,,,,0,5,11,110.0,156.0,110.0,,,,0.0,,0,,0,3
749231957,,,,0,3,11,5000.0,156.0,5000.0,,,,0.0,,0,,0,3
1224360866,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
221080726,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0,3
643346326,,,,0,3,11,30.0,156.0,0.0,,,,0.0,,0,,0,3
232058581,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
794570139,,,,0,5,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
259595235,,,,0,3,10,1000.0,156.0,1000.0,,,,,,0,,0,3
653184071,,,,0,5,9,50.0,156.0,0.0,,,,0.0,,0,,0,3
992237603,,,,0,5,11,1.0,156.0,0.0,,,,0.0,,0,,0,3
530342741,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
713858841,,,,0,5,11,150.0,156.0,0.0,,,,0.0,,0,,0,3
516297044,,,,0,5,11,1.0,156.0,0.0,,,,0.0,,0,,0,0
518601962,,,,0,3,11,2500.0,156.0,2500.0,,,,,,0,,0,3
557422970,,,,0,3,11,10.0,156.0,0.0,,,,,,0,,0,3
794019868,,,,0,3,11,5000.0,156.0,0.0,,,,,,0,,0,3
744263988,,,,0,3,11,50.0,156.0,0.0,,,,0.0,,0,,0,3
1121546990,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
448253308,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
1188349896,,,,0,5,11,498.0,156.0,498.0,,,,0.0,,0,,0,3
809284296,,,,0,5,11,20.0,156.0,20.0,,,,0.0,,0,,0,3
601302943,,,,0,3,11,10.0,156.0,0.0,,,,,,0,,0,3
844589179,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
425886436,,,,0,25,9,0.0,,0.0,,,,0.0,,0,1.0,0,3
625732720,,,,0,10,9,0.0,,0.0,,,,,,0,1.0,0,3
1082243975,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
445480221,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
879001764,,,,0,33,9,,156.0,0.0,0.0,0.0,,0.0,,1,1.0,0,3
809694360,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0,3
15412559,,,,0,44,11,10100.0,156.0,0.0,,,,,,0,,0,3
319554661,,,,0,3,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
1179072556,,,,0,27,9,0.0,,0.0,,,,,,0,1.0,0,3
1117127933,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0,3
261482098,,,,0,3,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
332704751,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0,3
897511444,,,,0,5,11,20.0,156.0,20.0,0.0,0.0,,0.0,,0,,0,3
362523435,,,,0,3,11,5000.0,156.0,0.0,,,,,,0,,0,3
798350000,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
375798270,,,,0,17,11,0.0,,0.0,,,,,,0,,0,3
1212162643,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0,3
659288071,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
333853715,,,,0,3,11,8.0,156.0,8.0,,,,0.0,,0,,0,3
978827451,,,,0,8,11,2000.0,156.0,0.0,,,,,,0,,0,3
323473633,,,,0,5,11,2000.0,156.0,2000.0,,,,,,0,,0,0
323473633,,,,0,5,11,2000.0,156.0,2000.0,,,,,,0,,0,0
131200222,,,,0,3,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
1068496561,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0,3
1215158860,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0,3
718426174,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
423791386,,,,0,2,11,11000.0,156.0,11000.0,,,,,,0,,0,0
423791386,,,,0,2,11,11000.0,156.0,11000.0,,,,,,0,,0,0
62390575,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
347193582,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0,3
593631230,,,,0,3,10,100.0,156.0,100.0,,,,0.0,,0,,0,3
316092570,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0,3
483094212,,,,0,34,9,500.0,156.0,0.0,0.0,0.0,,0.0,,0,,0,3
654589853,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
350902767,,,,0,3,9,10000.0,156.0,10000.0,,,,,,0,,0,3
739391471,,,,0,3,9,20000.0,156.0,0.0,,,,,,0,,0,3
1158820955,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0,3
1062569770,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0,3
836910852,,,,0,8,11,10000.0,156.0,0.0,,,,,,0,,0,3
606066033,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0,0
642806047,,,,0,5,11,200.0,156.0,0.0,,,,0.0,,0,,0,3
852094752,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
886096723,,,,0,3,11,510.0,156.0,510.0,0.0,0.0,,0.0,,0,,0,3
155522038,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0,3
649788003,,,,0,5,11,300.0,156.0,0.0,,,,,,0,,0,3
86580773,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0,3
378554813,,,,0,17,11,,,0.0,,,,0.0,,0,,0,3
286552333,,,,0,5,11,5000.0,156.0,0.0,,,,0.0,,0,,0,3
575224830,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0,3
126993263,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
668158638,,,,0,3,11,3.0,156.0,0.0,,,,0.0,,0,,0,3
1230336904,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0,3
37110881,,,,0,3,11,3.0,156.0,3.0,,,,0.0,,0,,0,3
791765142,,,,0,5,11,100.0,156.0,100.0,,,,0.0,,0,,0,3
673580467,,,,0,5,11,200.0,156.0,200.0,,,,0.0,,0,,0,3
775583569,,,,0,32,9,0.0,,0.0,,,,,,0,1.0,0,3
407207628,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
909463926,,,,0,3,11,25.0,156.0,25.0,,,,,,0,,0,3
909985325,,,,0,3,11,30.0,156.0,0.0,,,,0.0,,0,,0,3
145179159,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0,3
836581602,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0,3
925250378,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0,3
200142270,,,,0,3,11,300.0,156.0,0.0,,,,,,0,,0,3
1189743165,,,,0,27,9,0.0,,0.0,,,,,,0,1.0,0,3
953672999,,,,0,3,9,10.0,156.0,10.0,,,,,,0,,0,3
343998876,,,,0,17,16,0.0,,0.0,,,,0.0,,0,,0,3
1145175331,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0,3
968037697,,,,0,5,0,100.0,156.0,0.0,,,,0.0,,0,,0,3
