entid,ALTDATE,ALTTIME
962456855,2016-06-05,
962456855,2016-08-10,
962456855,2015-03-12,
962456855,2016-04-10,
962456855,2016-06-10,
962456855,2015-12-12,
962456855,2015-01-07,
1232435460,2015-07-28,1.0
1232435460,2015-05-28,1.0
717142185,2009-02-13,1.0
717142185,2009-10-13,1.0
717142185,2009-04-13,1.0
717142185,2009-11-13,1.0
717142185,2009-03-13,1.0
717142185,2009-01-13,1.0
717142185,2009-04-13,1.0
717142185,2009-03-13,1.0
717142185,2009-04-13,1.0
717142185,2009-05-13,1.0
717142185,2009-11-13,1.0
717142185,2009-08-13,1.0
717142185,2009-02-13,1.0
717142185,2009-04-13,1.0
717142185,2009-01-17,2.0
717142185,2009-01-17,2.0
717142185,2009-09-17,2.0
717142185,2009-09-17,2.0
717142185,2010-12-14,3.0
717142185,2010-07-14,3.0
717142185,2010-10-14,3.0
717142185,2010-07-14,3.0
717142185,2010-05-14,3.0
717142185,2010-04-14,3.0
717142185,2010-02-14,3.0
717142185,2010-10-14,3.0
717142185,2011-09-24,4.0
717142185,2011-10-24,4.0
717142185,2011-02-28,5.0
717142185,2011-06-30,5.0
717142185,2011-04-30,5.0
717142185,2011-01-30,5.0
717142185,2011-03-30,5.0
717142185,2011-02-28,5.0
717142185,2013-05-12,6.0
717142185,2013-01-12,6.0
717142185,2013-05-12,6.0
717142185,2013-06-12,6.0
717142185,2013-02-12,6.0
717142185,2013-06-12,6.0
717142185,2014-01-29,7.0
717142185,2014-03-29,7.0
717142185,2014-02-28,7.0
717142185,2015-12-09,8.0
717142185,2015-06-09,8.0
717142185,2016-08-20,9.0
365884653,2013-09-28,
365884653,2017-07-18,
365884653,2014-05-05,
365884653,2014-12-05,
365884653,2013-08-28,
365884653,2017-11-18,
944292542,2015-06-30,
766147192,2015-06-19,1.0
766147192,2015-07-19,1.0
766147192,2015-08-19,1.0
766147192,2015-01-19,1.0
766147192,2015-09-19,1.0
766147192,2017-03-05,
766147192,2018-03-19,
766147192,2019-09-13,
766147192,2019-09-13,
859500880,2016-09-22,1.0
859500880,2016-01-22,1.0
280765951,2008-06-16,1.0
280765951,2008-02-16,1.0
280765951,2008-08-05,2.0
280765951,2008-02-05,2.0
280765951,2008-03-05,2.0
280765951,2008-03-05,2.0
280765951,2008-07-05,2.0
280765951,2008-07-05,2.0
280765951,2011-03-10,3.0
280765951,2011-11-10,3.0
280765951,2011-05-10,3.0
280765951,2011-07-10,3.0
280765951,2011-04-10,3.0
280765951,2013-09-24,4.0
280765951,2013-10-24,4.0
280765951,2013-04-24,4.0
280765951,2013-11-24,4.0
280765951,2015-06-13,5.0
280765951,2015-10-13,5.0
274480802,2015-04-16,
274480802,2011-01-28,
274480802,2011-04-09,
274480802,2013-12-28,
274480802,2011-06-09,
274480802,2011-10-09,
274480802,2011-03-28,
274480802,2013-05-28,
274480802,2013-12-28,
274480802,2013-11-28,
274480802,2016-06-11,
274480802,2015-04-16,
274480802,2016-08-11,
274480802,2019-11-12,
274480802,2019-05-12,
645249651,2016-07-16,
645249651,2013-10-22,
645249651,2013-03-24,
645249651,2016-03-20,
645249651,2016-05-16,
645249651,2016-02-20,
645249651,2013-04-24,
645249651,2016-07-31,
645249651,2016-10-20,
645249651,2016-08-20,
645249651,2016-07-31,
645249651,2013-02-22,
645249651,2013-12-22,
167371979,2014-01-27,
167371979,2014-01-11,
167371979,2014-10-12,
167371979,2016-03-18,
167371979,2014-02-27,
167371979,2011-02-25,
167371979,2011-05-25,
167371979,2011-09-04,
167371979,2011-02-04,
167371979,2011-12-25,
167371979,2014-03-11,
167371979,2014-05-12,
167371979,2019-08-20,
167371979,2019-06-20,
167371979,2019-03-20,
167371979,2019-05-20,
167371979,2019-04-20,
699820954,2013-12-28,
699820954,2012-09-05,
699820954,2012-07-05,
699820954,2013-08-28,
699820954,2013-11-28,
699820954,2012-10-05,
699820954,2012-04-05,
268918015,2015-10-26,1.0
268918015,2015-05-26,1.0
268918015,2015-10-26,1.0
268918015,2015-06-26,1.0
268918015,2015-05-26,1.0
268918015,2015-10-26,1.0
268918015,2016-01-15,2.0
268918015,2016-05-15,2.0
268918015,2016-12-15,2.0
268918015,2016-12-15,2.0
268918015,2016-06-15,2.0
268918015,2016-01-15,2.0
268918015,2016-03-15,2.0
268918015,2016-08-15,2.0
268918015,2016-05-15,2.0
268918015,2016-10-15,2.0
268918015,2016-05-15,2.0
268918015,2016-07-15,2.0
268918015,2016-09-15,2.0
268918015,2016-02-15,2.0
268918015,2016-09-15,2.0
268918015,2018-05-29,0.0
268918015,2018-02-28,0.0
268918015,2018-07-29,
268918015,2018-11-29,0.0
268918015,2018-06-29,0.0
265370615,2018-04-28,
574628572,2018-04-16,
249572815,2016-09-20,
249572815,2012-09-02,
249572815,2011-10-19,
249572815,2005-10-19,1.0
249572815,2005-12-19,1.0
249572815,2005-09-19,1.0
249572815,2005-01-19,1.0
249572815,2005-04-19,1.0
249572815,2005-03-19,1.0
249572815,2010-12-18,2.0
249572815,2010-11-18,2.0
249572815,2011-10-19,3.0
249572815,2011-04-19,3.0
249572815,2011-03-19,3.0
249572815,2012-08-02,4.0
249572815,2016-01-20,5.0
249572815,2016-05-28,6.0
249572815,2016-10-28,6.0
249572815,2016-12-28,6.0
189267025,2014-04-10,1.0
189267025,2014-03-10,1.0
856300291,2005-06-02,1.0
856300291,2005-03-02,1.0
856300291,2019-05-20,
447862792,2018-09-02,0.0
447862792,2018-05-02,0.0
447862792,2018-12-02,
987968279,2010-12-15,
987968279,2016-09-19,
987968279,2010-03-23,
987968279,2010-01-15,
987968279,2010-04-15,
987968279,2016-10-19,
987968279,2010-08-15,
987968279,2010-08-23,
987968279,2010-12-23,2.0
987968279,2010-10-23,2.0
987968279,2016-07-19,3.0
987968279,2016-01-19,3.0
987968279,2016-10-19,3.0
118111127,2012-05-25,
118111127,2015-09-13,
118111127,2012-05-25,
118111127,2015-03-13,
118111127,2001-07-14,1.0
118111127,2005-08-23,2.0
118111127,2005-04-23,2.0
118111127,2008-04-06,3.0
118111127,2008-03-06,3.0
118111127,2012-02-25,4.0
118111127,2012-01-25,4.0
118111127,2012-08-25,4.0
118111127,2012-01-25,4.0
118111127,2012-09-25,4.0
118111127,2012-08-25,4.0
118111127,2012-06-25,4.0
1095806153,2013-03-23,
1095806153,2013-11-23,
1095806153,2013-01-18,
1095806153,2014-04-16,
1095806153,2013-09-23,
1095806153,2013-02-23,2.0
1095806153,2013-08-23,2.0
1095806153,2013-02-23,2.0
1095806153,2013-04-23,2.0
1095806153,2018-09-06,
147676902,2015-12-29,
147676902,2015-08-29,
147676902,2015-05-13,
147676902,2015-08-29,1.0
147676902,2015-03-29,1.0
147676902,2015-06-29,1.0
147676902,2015-04-29,1.0
147676902,2015-10-29,1.0
147676902,2015-07-29,1.0
147676902,2015-01-29,1.0
147676902,2015-01-29,1.0
147676902,2015-09-29,1.0
147676902,2015-10-29,1.0
147676902,2015-10-29,1.0
147676902,2015-01-29,1.0
147676902,2015-03-29,1.0
147676902,2015-11-29,1.0
147676902,2015-03-13,2.0
147676902,2019-11-16,
147676902,2019-01-16,
147676902,2019-04-16,
962571330,2016-06-16,
962571330,2010-03-27,
962571330,2011-12-07,
962571330,2016-10-06,
962571330,2008-02-18,1.0
962571330,2008-03-18,1.0
962571330,2008-10-18,1.0
962571330,2008-04-18,1.0
962571330,2008-10-18,1.0
962571330,2008-01-18,1.0
962571330,2010-05-27,2.0
962571330,2011-10-07,3.0
962571330,2011-11-07,3.0
962571330,2011-04-07,3.0
962571330,2012-04-22,4.0
962571330,2016-01-06,5.0
962571330,2016-12-06,5.0
962571330,2016-02-06,5.0
962571330,2016-05-06,5.0
962571330,2016-01-16,6.0
962571330,2017-12-25,
962571330,2017-02-25,
840427973,2015-10-23,
840427973,2015-03-23,
840427973,2015-10-06,
840427973,2015-09-23,
840427973,2015-12-06,
840427973,2015-11-23,
840427973,2015-07-23,2.0
840427973,2015-12-23,2.0
840427973,2015-03-23,2.0
840427973,2015-03-23,2.0
840427973,2015-11-23,2.0
840427973,2018-04-06,
840427973,2018-10-06,
840427973,2018-09-06,
1086151159,2016-05-29,
1086151159,2016-01-29,
1086151159,2015-06-11,
1086151159,2016-06-29,
1086151159,2015-07-13,
1086151159,2015-08-13,
1086151159,2017-05-05,
1086151159,2011-05-28,
1086151159,2017-09-05,
1086151159,2017-10-05,
1086151159,2016-09-29,
1086151159,2015-03-11,
1086151159,2010-01-07,
1086151159,2017-12-05,
1086151159,2016-10-29,
1086151159,2015-01-11,
1086151159,2016-07-29,
1086151159,2009-04-18,
1086151159,2009-12-03,
1086151159,2009-05-03,
1086151159,2009-09-15,
1086151159,2005-03-07,
1086151159,2008-05-04,
1086151159,2005-09-07,
1086151159,2005-04-13,
1086151159,2008-03-04,
1086151159,2010-10-05,
1086151159,2010-02-07,
1086151159,2010-11-05,
1086151159,2011-10-31,
1086151159,2011-08-28,
1086151159,2007-09-13,
1086151159,2005-01-13,
1086151159,2018-12-29,0.0
1086151159,2018-10-29,0.0
1086151159,2018-09-29,0.0
1086151159,2018-09-29,0.0
1086151159,2018-10-10,
1086151159,2018-09-10,
1079094567,2013-04-09,1.0
1079094567,2013-04-09,1.0
1079094567,2013-06-09,1.0
1079094567,2013-09-09,1.0
1079094567,2013-01-09,1.0
1079094567,2013-10-09,1.0
1079094567,2013-04-09,1.0
1079094567,2013-09-30,2.0
1079094567,2013-04-30,2.0
1079094567,2013-04-30,2.0
1079094567,2013-04-30,2.0
1079094567,2013-10-30,3.0
1079094567,2013-06-30,3.0
1079094567,2013-03-30,3.0
1079094567,2013-10-30,3.0
1079094567,2013-12-30,3.0
1079094567,2013-08-30,3.0
1079094567,2013-04-30,3.0
1079094567,2014-12-23,4.0
1079094567,2014-02-23,4.0
1079094567,2014-04-23,4.0
1079094567,2014-03-23,4.0
1079094567,2014-02-23,4.0
1079094567,2014-06-23,4.0
1079094567,2015-07-09,5.0
1079094567,2015-06-09,5.0
1079094567,2015-09-09,5.0
1079094567,2015-12-09,5.0
1079094567,2015-02-09,5.0
1079094567,2015-11-09,5.0
1079094567,2015-01-09,5.0
1079094567,2015-08-09,5.0
1079094567,2015-05-09,5.0
1079094567,2015-08-09,5.0
1079094567,2015-05-09,5.0
1079094567,2015-09-09,5.0
1079094567,2015-07-09,5.0
1079094567,2015-02-09,5.0
1203524442,2014-02-02,
1203524442,2016-06-07,
1203524442,2012-05-13,
1203524442,2014-09-15,
1203524442,2014-06-21,
1203524442,2014-11-15,
1203524442,2014-11-21,
1203524442,2012-08-13,
1203524442,2016-12-19,
1203524442,2016-07-19,
1203524442,2016-08-06,
1203524442,2014-06-02,
1203524442,2016-01-19,
1203524442,2016-08-07,
1203524442,2016-09-06,
1203524442,2016-03-06,
470676106,2015-07-30,1.0
470676106,2015-11-30,1.0
470676106,2015-06-30,1.0
470676106,2015-10-30,1.0
800606822,2012-02-19,1.0
800606822,2012-11-19,1.0
800606822,2014-06-29,1.0
800606822,2014-08-29,1.0
800606822,2015-09-23,1.0
800606822,2015-12-23,1.0
800606822,2016-12-08,1.0
800606822,2016-06-08,
800606822,2016-10-08,1.0
800606822,2016-09-08,
800606822,2016-02-08,
277376953,2013-11-15,
277376953,2013-05-15,
277376953,2013-06-15,
277376953,1994-08-30,1.0
277376953,1996-11-11,2.0
277376953,1998-11-05,3.0
277376953,2001-09-08,4.0
277376953,2004-06-12,5.0
277376953,2004-09-12,5.0
277376953,2005-02-02,6.0
277376953,2005-12-02,6.0
277376953,2005-09-02,6.0
277376953,2005-10-02,6.0
277376953,2005-12-02,6.0
277376953,2005-10-02,6.0
277376953,2007-05-28,8.0
277376953,2007-09-28,8.0
277376953,2007-03-29,7.0
277376953,2008-12-26,9.0
277376953,2008-02-26,9.0
277376953,2008-12-26,9.0
277376953,2008-10-26,9.0
277376953,2008-04-26,9.0
277376953,2008-06-26,9.0
277376953,2008-04-26,9.0
277376953,2008-03-26,9.0
277376953,2008-08-26,9.0
277376953,2008-09-26,9.0
277376953,2012-10-23,11.0
277376953,2012-02-23,11.0
277376953,2016-07-19,13.0
277376953,2016-05-19,13.0
277376953,2018-10-16,
277376953,2018-10-16,
277376953,2018-02-16,
277376953,2018-05-16,
277376953,2018-04-16,
277376953,2018-05-16,
277376953,2018-08-16,
277376953,2019-05-24,
392864293,2018-10-27,0.0
392864293,2007-11-24,1.0
392864293,2007-08-24,1.0
392864293,2007-11-24,1.0
392864293,2007-10-24,1.0
392864293,2008-02-20,2.0
392864293,2008-01-20,2.0
392864293,2008-07-20,2.0
392864293,2008-08-20,2.0
392864293,2008-11-20,2.0
392864293,2008-06-20,2.0
392864293,2008-09-20,2.0
392864293,2008-06-20,2.0
392864293,2009-10-17,3.0
392864293,2009-12-17,3.0
392864293,2009-01-17,3.0
392864293,2012-01-10,4.0
392864293,2012-09-10,4.0
392864293,2012-04-10,4.0
392864293,2015-01-10,5.0
392864293,2016-09-15,6.0
392864293,2016-01-15,6.0
392864293,2016-12-15,6.0
392864293,2016-09-15,6.0
392864293,2016-09-15,6.0
392864293,2016-09-15,6.0
392864293,2018-04-27,0.0
392864293,2018-07-27,0.0
392864293,2018-02-27,0.0
392864293,2018-05-27,0.0
392864293,2018-04-27,0.0
392864293,2019-03-19,
392864293,2018-02-27,
392864293,2018-07-27,0.0
392864293,2018-09-27,0.0
392864293,2018-02-27,0.0
392864293,2018-06-27,0.0
392864293,2018-05-27,0.0
392864293,2018-11-27,0.0
1169937673,2015-12-13,1.0
1169937673,2018-03-06,
1169937673,2018-06-06,
1169937673,2018-10-06,
1169937673,2018-12-06,
1127245280,2017-08-19,
1127245280,2016-08-01,
1127245280,2016-06-01,
1127245280,2015-10-09,
1127245280,2014-12-03,
1127245280,2014-10-03,
1127245280,2017-07-24,
1127245280,2016-01-01,
1127245280,2017-12-24,
1127245280,2018-05-11,
338875772,2017-02-28,
338875772,2017-09-30,
338875772,2017-03-31,
338875772,2017-03-31,
338875772,2017-01-31,
338875772,2017-06-30,
338875772,2017-09-30,
338875772,2017-01-31,
1088273481,2015-06-13,1.0
1088273481,2015-05-13,1.0
1088273481,2015-08-13,1.0
1088273481,2015-05-13,1.0
762050375,2004-01-04,1.0
762050375,2004-05-04,1.0
762050375,2013-08-13,1.0
762050375,2013-12-13,1.0
284244015,2016-09-15,
284244015,2012-09-20,
284244015,2012-05-20,
284244015,2016-10-15,
284244015,2016-02-15,
1003480802,2014-12-10,
1003480802,2015-06-12,
1003480802,2011-09-29,1.0
1003480802,2011-09-29,1.0
1003480802,2011-10-29,1.0
1003480802,2011-06-29,1.0
1003480802,2013-08-26,1.0
1003480802,2011-11-29,
560175019,1994-09-26,1.0
560175019,1997-05-27,1.0
560175019,1997-04-27,1.0
560175019,1998-02-04,1.0
560175019,1998-02-04,1.0
560175019,1998-06-24,1.0
560175019,1998-01-24,1.0
560175019,1998-11-24,1.0
560175019,1998-01-24,1.0
560175019,1998-05-30,1.0
560175019,1998-01-30,1.0
560175019,2004-12-26,1.0
560175019,2004-12-26,1.0
560175019,2004-04-27,1.0
560175019,2004-05-24,1.0
560175019,2004-10-24,1.0
560175019,2005-07-01,1.0
560175019,2005-06-01,1.0
560175019,2005-03-01,1.0
560175019,2005-06-15,1.0
560175019,2005-06-15,1.0
560175019,2005-11-25,1.0
560175019,2005-09-25,1.0
560175019,2005-05-04,1.0
560175019,2005-06-04,1.0
560175019,2005-01-04,1.0
560175019,2005-09-04,1.0
560175019,2005-12-30,1.0
560175019,2005-11-30,1.0
560175019,2005-08-25,1.0
560175019,2009-11-20,1.0
560175019,2009-01-20,1.0
560175019,2009-05-20,1.0
560175019,2011-05-14,1.0
560175019,2012-05-18,1.0
560175019,2012-08-28,1.0
560175019,2014-11-19,1.0
560175019,2014-02-19,1.0
560175019,2015-09-11,1.0
560175019,2015-02-28,1.0
560175019,2015-12-30,1.0
560175019,2004-05-27,1.0
560175019,2015-10-30,1.0
560175019,2015-04-30,1.0
560175019,2011-03-14,1.0
560175019,2005-12-15,1.0
560175019,2017-03-30,
560175019,2017-07-30,
560175019,2015-04-30,
560175019,2017-11-30,
560175019,2015-07-30,
560175019,2015-09-11,
560175019,2014-08-19,
560175019,2017-04-30,
560175019,2015-09-30,
560175019,2015-05-30,
560175019,2017-08-30,
560175019,2015-10-30,
560175019,2017-04-30,
560175019,2005-01-15,
560175019,2015-09-30,
560175019,2004-10-27,
560175019,2011-09-14,
560175019,1997-04-27,
560175019,2005-06-15,
560175019,2015-04-30,
305843161,2016-04-12,
305843161,2016-01-12,
305843161,2017-01-07,
305843161,2016-03-12,
305843161,2017-07-07,
305843161,2016-06-12,
305843161,2016-08-12,
305843161,2008-07-03,1.0
305843161,2010-02-20,1.0
305843161,2012-07-10,1.0
305843161,2012-12-10,1.0
305843161,2012-05-10,1.0
305843161,2012-11-10,1.0
305843161,2017-01-07,
305843161,2016-04-12,
305843161,2016-05-12,
305843161,2017-08-07,
305843161,2016-04-12,
305843161,2016-04-12,
305843161,2017-12-07,
305843161,2016-07-12,
305843161,2017-09-07,
305843161,2012-06-10,
305843161,2017-03-07,
305843161,2019-04-24,
305843161,2017-04-07,
940768676,2014-05-27,
940768676,2015-11-10,
940768676,2010-12-22,1.0
940768676,2011-12-14,1.0
940768676,2013-09-08,1.0
940768676,2013-10-21,1.0
940768676,2015-06-10,1.0
940768676,2015-07-11,1.0
940768676,2015-12-10,
940768676,2015-04-10,
940768676,2014-10-27,
940768676,2015-06-10,
940768676,2017-01-16,
940768676,2017-01-16,
940768676,2017-03-16,
940768676,2017-09-16,
940768676,2013-03-08,
940768676,2017-11-16,
940768676,2017-08-18,
940768676,2018-12-23,
940768676,2019-09-25,
940768676,2019-07-25,
940768676,2019-12-25,
940768676,2017-08-16,
940768676,2017-01-16,
581350528,2012-10-15,1.0
581350528,2012-06-15,1.0
581350528,2012-01-15,1.0
581350528,2014-06-10,1.0
581350528,2014-05-10,1.0
581350528,2012-06-15,
443581905,2015-03-02,
443581905,2017-03-02,
443581905,2013-01-01,
443581905,2017-08-02,
443581905,2017-02-02,
443581905,2015-04-02,
443581905,2017-09-02,
443581905,2013-03-01,
443581905,2012-08-31,
443581905,2012-06-30,
443581905,2017-08-02,
443581905,2012-02-29,1.0
443581905,2013-10-01,2.0
443581905,2013-03-01,2.0
443581905,2013-03-01,2.0
443581905,2013-07-01,2.0
994360260,2016-12-26,1.0
994360260,2016-09-26,1.0
1200765321,2016-04-06,
1200765321,2016-01-06,
1200765321,2014-01-26,1.0
1200765321,2014-02-26,1.0
1200765321,2016-09-06,1.0
1200765321,2016-03-06,
1200765321,2016-01-06,1.0
1200765321,2016-09-06,
128440111,2014-11-13,
128440111,2014-02-13,
128440111,2018-12-21,
128440111,2018-07-21,
128440111,2018-09-21,
128440111,2018-03-21,
128440111,2018-03-21,
128440111,2018-02-21,
342806490,2014-04-16,1.0
342806490,2016-12-28,1.0
342806490,2016-12-28,1.0
342806490,2016-04-28,1.0
342806490,2016-07-28,1.0
342806490,2016-08-28,1.0
342806490,2016-08-28,1.0
342806490,2016-08-28,
342806490,2016-06-28,1.0
342806490,2016-08-28,
342806490,2016-01-28,
342806490,2019-07-31,
342806490,2019-04-30,
342806490,2019-04-30,
297657832,2010-02-24,1.0
297657832,2012-12-31,1.0
297657832,2012-02-29,1.0
297657832,2014-06-09,1.0
297657832,2017-06-30,
297657832,2017-03-31,
297657832,2017-04-30,
297657832,2017-09-30,
297657832,2017-04-30,
297657832,2017-02-28,
297657832,2017-11-30,
297657832,2014-04-09,
297657832,2017-02-28,
297657832,2010-07-24,1.0
297657832,2017-09-30,
297657832,2017-06-30,
297657832,2017-04-30,
297657832,2017-09-30,
297657832,2017-12-31,
297657832,2014-04-09,
297657832,2017-11-30,
297657832,2017-05-31,
297657832,2014-10-09,
297657832,2017-08-31,
297657832,2014-06-09,
207081036,2009-02-05,1.0
207081036,2009-11-30,1.0
1227002332,2017-04-20,
1227002332,2012-11-02,1.0
1227002332,2016-07-28,1.0
1227002332,2016-08-28,1.0
1227002332,2016-12-28,1.0
1227002332,2016-07-28,1.0
1227002332,2017-08-27,
1227002332,2017-10-27,
1227002332,2012-04-02,
1150755124,2018-03-26,
1094599775,2017-01-08,
1094599775,2017-10-08,
1094599775,2016-12-22,
1094599775,2017-06-08,
1094599775,2015-12-20,1.0
1094599775,2016-10-19,1.0
1094599775,2016-12-19,1.0
1094599775,2016-03-22,
1094599775,2016-05-19,1.0
1094599775,2017-06-08,
1094599775,2019-08-02,
1094599775,2019-12-02,
1094599775,2019-10-02,
192416561,2009-10-11,1.0
192416561,2009-08-11,1.0
192416561,2009-01-17,1.0
192416561,2011-04-14,1.0
192416561,2011-02-14,1.0
192416561,2011-05-14,1.0
192416561,2013-10-07,1.0
192416561,2014-01-31,1.0
192416561,2014-06-30,1.0
192416561,2011-05-14,1.0
192416561,2014-02-28,
192416561,2017-11-30,
192416561,2017-03-31,
192416561,2017-10-31,
192416561,2017-09-30,
192416561,2017-02-28,
192416561,2017-06-30,
192416561,2014-07-31,
192416561,2017-07-31,
192416561,2017-05-31,
192416561,2017-03-31,
192416561,2017-03-31,
192416561,2017-10-31,
192416561,2017-04-23,
192416561,2011-04-14,
192416561,2017-01-23,
192416561,2017-05-31,
192416561,2017-01-31,
192416561,2017-09-30,
192416561,2018-05-14,
192416561,2018-03-14,
192416561,2018-01-14,
192416561,2018-07-14,
192416561,2017-01-31,
192416561,2011-05-14,
1063055180,2015-12-06,1.0
344253608,2017-02-08,
60314496,2004-10-19,1.0
60314496,2016-10-01,1.0
60314496,2016-02-01,1.0
60314496,2016-10-01,1.0
714745030,2015-03-12,
714745030,2009-08-12,1.0
714745030,2009-11-12,1.0
714745030,2009-07-12,1.0
714745030,2012-01-17,1.0
714745030,2012-04-17,1.0
714745030,2013-07-27,1.0
714745030,2013-02-27,1.0
714745030,2009-06-12,1.0
714745030,2018-10-07,0.0
714745030,2018-12-07,0.0
714745030,2018-12-07,0.0
714745030,2018-05-26,0.0
714745030,2013-02-27,0.0
714745030,2009-12-12,0.0
714745030,2009-05-12,0.0
714745030,2018-05-26,
714745030,2018-12-26,
714745030,2018-07-07,
36357781,2016-12-09,
36357781,2017-10-26,
483311587,2016-10-20,
483311587,2016-10-20,
483311587,2014-06-25,
483311587,2014-03-25,
483311587,2016-06-20,
483311587,2013-03-14,1.0
483311587,2013-02-14,1.0
483311587,2018-06-14,
483311587,2018-01-14,
483311587,2019-04-09,
483311587,2020-12-10,
11879056,2015-07-26,1.0
11879056,2016-11-22,1.0
11879056,2016-05-22,1.0
11879056,2016-05-22,1.0
11879056,2016-06-22,1.0
11879056,2016-01-22,
11879056,2016-03-22,1.0
11879056,2016-03-22,
540803851,2015-01-11,1.0
540803851,2017-09-21,
540803851,2017-07-21,
540803851,2017-01-21,
540803851,2019-11-28,
540803851,2019-06-28,
540803851,2017-01-21,
742970169,2016-07-07,1.0
742970169,2019-08-03,
742970169,2019-09-03,
742970169,2019-06-03,
742970169,2019-04-03,
742970169,2019-02-03,
742970169,2019-04-03,
418470430,2016-12-22,
418470430,2016-03-22,
418470430,2016-04-29,
418470430,2016-06-22,
418470430,2016-08-29,
418470430,2016-09-29,1.0
161585666,2016-11-16,1.0
161585666,2016-01-16,1.0
161585666,2016-02-16,1.0
439095318,2015-12-16,1.0
439095318,2015-07-16,1.0
439095318,2018-03-19,
439095318,2018-11-19,
439095318,2018-11-19,
439095318,2018-02-19,
195862938,2006-11-04,1.0
195862938,2009-03-02,1.0
195862938,2011-11-24,1.0
195862938,2015-09-13,1.0
195862938,2015-02-13,1.0
195862938,2015-06-13,1.0
195862938,2015-12-13,1.0
195862938,2015-08-13,
673116451,2019-09-12,
673116451,2019-07-12,
673116451,2019-08-12,
786781850,2017-05-12,
786781850,2014-11-22,1.0
786781850,2015-07-19,1.0
786781850,2015-09-19,1.0
786781850,2015-12-19,1.0
786781850,2017-07-12,
786781850,2017-06-12,
557592304,2014-03-30,
557592304,2014-06-30,
557592304,2014-02-28,
557592304,2016-12-01,
557592304,2014-04-30,1.0
557592304,2016-06-01,1.0
557592304,2016-01-01,
557592304,2016-09-01,1.0
557592304,2018-10-16,
828245786,2014-10-22,1.0
828245786,2015-11-16,1.0
828245786,2016-07-30,1.0
950635903,2017-03-07,
950635903,2017-10-07,
950635903,2017-05-07,
1012600984,2014-04-23,
935913967,2014-04-19,
935913967,2017-02-12,
935913967,2017-03-12,
935913967,2017-02-12,
935913967,2007-06-21,1.0
935913967,2014-02-26,1.0
935913967,2014-12-26,1.0
935913967,2014-11-26,1.0
935913967,2014-08-26,1.0
935913967,2014-04-26,1.0
935913967,2014-01-26,1.0
935913967,2014-09-27,1.0
935913967,2017-10-12,
935913967,2017-02-12,
935913967,2014-09-19,
935913967,2017-03-12,
935913967,2017-05-12,
548502102,2016-02-07,1.0
357574709,2018-02-27,
357574709,2018-08-27,
812172698,2015-04-27,
812172698,2014-07-28,
812172698,2012-04-25,1.0
812172698,2017-12-21,
812172698,2017-09-21,
812172698,2017-01-21,
812172698,2017-12-21,
812172698,2017-01-21,
812172698,2017-07-21,
812172698,2017-09-21,
1007702875,2016-09-03,
1007702875,2016-11-03,
1007702875,2016-08-03,
1007702875,2016-08-03,
1007702875,2005-06-11,1.0
1007702875,2010-08-13,1.0
1007702875,2010-03-13,1.0
1007702875,2016-06-03,1.0
1007702875,2016-02-03,1.0
1007702875,2016-01-03,
1007702875,2016-02-03,1.0
1007702875,2016-11-03,
1007702875,2018-11-09,
1007702875,2018-01-09,
1007702875,2016-12-03,
1007702875,2020-04-21,
1007702875,2020-01-21,
1201376187,2016-03-08,
1201376187,2008-07-19,1.0
1201376187,2016-06-08,1.0
1201376187,2016-06-08,
1201376187,2016-08-08,1.0
1201376187,2016-12-08,
1112345528,2015-07-24,1.0
1112345528,2016-05-27,1.0
258074349,2008-07-22,1.0
258074349,2008-09-22,1.0
1019500459,2017-08-03,
1019500459,2017-11-03,
1019500459,2017-08-03,
1019500459,2014-01-12,
1019500459,2017-10-03,
1019500459,2017-10-03,
1019500459,2017-04-03,
354191968,2016-06-18,
354191968,2016-05-18,
480346964,2013-11-22,1.0
480346964,2014-11-22,1.0
480346964,2014-02-22,1.0
480346964,2014-12-22,1.0
480346964,2014-03-14,1.0
480346964,2015-04-22,1.0
480346964,2018-10-12,
480346964,2018-09-12,
480346964,2018-12-12,
480346964,2018-04-12,
480346964,2018-07-12,
480346964,2019-06-02,
480346964,2018-09-12,
1032602496,2017-06-26,
1104703010,2017-01-08,
1104703010,2017-06-09,
1104703010,2017-03-08,
1104703010,2017-07-08,
1104703010,2014-10-18,
1104703010,2014-12-18,
1104703010,2017-03-09,
1104703010,2017-01-09,
1104703010,2017-02-09,
1104703010,2013-05-12,
1104703010,2014-03-19,
1104703010,2013-10-25,
1104703010,2013-12-25,
1104703010,2017-12-09,
1104703010,2017-12-09,
1212314502,2014-02-24,1.0
678614325,2011-11-15,1.0
678614325,2011-06-15,1.0
678614325,2013-02-08,1.0
678614325,2015-11-18,1.0
678614325,2015-05-11,1.0
678614325,2015-11-11,
678614325,2015-10-11,1.0
678614325,2015-09-11,1.0
678614325,2015-07-11,
678614325,2019-05-05,
678614325,2011-02-15,
678614325,2015-08-11,
678614325,2013-08-08,
678614325,2015-07-11,
678614325,2011-10-15,
802729064,2014-05-21,1.0
802729064,2016-11-08,1.0
891752462,2014-08-02,
891752462,2017-11-25,
891752462,2014-04-02,
891752462,2014-09-25,1.0
891752462,2014-12-25,1.0
891752462,2014-10-28,1.0
891752462,2017-10-25,
891752462,2017-11-25,
891752462,2018-06-30,
891752462,2018-07-30,
891752462,2018-11-30,
944457930,2015-09-09,1.0
944457930,2019-07-24,
944457930,2019-09-24,
