entid,ANCHEYEAR,INV,TRANSAMPR,TRANSAMAFT,ALTDATE
15641748,2015,2264,2.139628601,-0.509157852,2015/3/27
15641748,2015,2039,2.824466908,1.181122293,2015/7/27
15641748,2015,301,3.46264871,-1.259055882,2015/1/27
15641748,2015,545,0.914458896,27.79350584,2015/5/27
15641748,2015,1,20.81650138,0.558174139,2015/8/27
711909874,2014,575,99.96064247,100.5726669,2014/3/11
200577133,2014,2603,43.45190746,61.97042631,2014/7/16
200577133,2014,2240,13.51742856,20.13175361,2014/11/16
200577133,2014,912,9.319642968,15.84205541,2014/1/16
200577133,2014,2636,33.74795949,-1.474520066,2014/7/16
200577133,2018,912,18.20798267,8.980746983,2018/2/21
200577133,2018,176,0.457156864,31.11782729,2018/11/21
200577133,2018,2240,20.93125738,8.176898122,2018/1/21
200577133,2018,2603,60.74686283,38.92899774,2018/7/21
200577133,2018,1812,0.686626368,15.32894025,2018/9/21
643924098,2015,2400,9.785495429,-0.82276182,2015/11/1
643924098,2015,1686,0.171959481,10.36625497,2015/10/1
643924098,2016,2397,89.3857741,-1.453823043,2017/2/22
643924098,2016,2424,-0.69686598,100.7047226,2017/4/22
643924098,2016,1686,9.090880261,-0.67708866,2017/6/22
643924098,2016,449,-1.312891004,0.644012006,2017/8/22
200393214,2017,1493,99.10776481,-1.823194975,2017/12/25
770821655,2014,655,-1.366162992,97.82494015,2014/11/2
770821655,2014,777,-0.808703396,1.501454558,2014/3/2
770821655,2018,1417,-0.321251571,98.95260212,2018/3/11
648956974,2014,781,24.62489481,48.37431,2014/3/7
648956974,2014,855,24.54868598,50.95987804,2014/7/7
870902522,2014,1142,101.7989997,-0.351531355,2014/6/19
870902522,2014,283,100.2823228,1.39674557,2014/8/19
870902522,2014,2295,0.41378327,100.7124767,2014/10/19
870902522,2014,283,0.228266039,99.56872249,2014/9/19
291988590,2016,2251,86.43530097,100.1351952,2017/11/5
291988590,2017,2251,88.19879187,97.36009335,2017/5/8
510700934,2016,1351,30.89314287,-0.488026262,2016/2/18
510700934,2016,138,-0.277716347,31.11898086,2016/2/18
510700934,2016,922,0.659423925,38.63478879,2016/12/18
510700934,2016,402,40.34671759,0.491811354,2016/3/18
284484051,2015,2112,27.75944997,0.85786999,2015/11/1
284484051,2015,2245,70.82076136,-1.799627617,2015/11/9
284484051,2015,2285,0.697763957,101.2245921,2015/1/1
284484051,2015,2567,71.65652261,0.736874642,2015/4/1
284484051,2015,2567,0.201159617,73.24742346,2015/7/9
284484051,2016,1333,-0.362446971,100.1212974,2016/2/29
284484051,2016,2285,100.5399444,-0.673752151,2016/2/29
284484051,2016,1333,70.23297109,-1.056921881,2016/7/19
284484051,2016,1333,101.3026816,70.70895348,2016/5/7
284484051,2016,987,29.7797787,-1.209723901,2016/4/19
284484051,2016,2248,-0.323252702,30.66679664,2016/10/19
284484051,2016,2260,1.225829366,71.33577754,2016/5/19
284484051,2016,987,0.20257346,27.46710822,2016/10/7
284484051,2017,1333,0.717133633,100.1022566,2016/9/30
284484051,2017,2248,0.14106128,28.1874584,2016/12/19
284484051,2017,987,28.34652252,-0.00442604,2016/3/19
284484051,2017,1333,71.15291658,0.438237706,2016/1/19
284484051,2017,2285,99.77648041,-0.214404401,2016/9/30
284484051,2017,987,0.313072377,31.1424201,2016/3/7
284484051,2017,2285,-0.261738243,70.94619724,2017/2/17
284484051,2017,2260,-0.221547262,70.90735008,2016/4/19
284484051,2017,1333,98.34917739,70.01763735,2016/2/7
284484051,2017,296,2.425753221,30.72953138,2017/2/17
619896552,2015,230,9.289307349,-0.433450626,2015/11/20
619896552,2015,818,4.001251568,6.504292194,2015/10/20
619896552,2015,2133,7.418954588,-0.256740118,2015/9/20
619896552,2015,1672,38.62602703,45.77850749,2015/3/20
619896552,2015,2267,0.391040978,6.400613069,2015/9/20
619896552,2015,805,3.453750536,0.512729254,2015/2/20
619896552,2015,1870,0.881370948,4.175348053,2015/5/20
455602075,2017,2594,-0.224619405,100.626377,2017/4/25
455602075,2017,1420,100.3060576,-0.680610774,2017/10/25
455602075,2018,1270,1.151093436,99.33632268,2018/9/24
455602075,2018,2594,99.5220514,-0.018921932,2018/7/24
1174463949,2016,343,-0.808795009,100.4710115,2016/8/27
1005390039,2013,2043,-0.867956393,33.52877899,2013/4/13
1005390039,2013,293,13.85098176,1.700813969,2013/12/13
1005390039,2013,1782,19.25727744,-0.691098174,2013/10/13
1005390039,2013,807,66.02445148,66.32773226,2013/12/13
1005390039,2018,2048,90.66640866,93.39339038,2018/8/14
1005390039,2018,84,8.527975514,7.131104201,2018/3/14
1028531518,2018,1896,80.21597914,-0.485510974,2019/9/26
1028531518,2018,404,19.47101697,-0.591401657,2019/7/26
718367147,2016,1287,6.7736983,-1.20825252,2016/5/5
718367147,2016,607,90.04736905,102.3516141,2016/6/5
718367147,2016,599,-1.03662773,-0.14926979,2016/4/5
956099153,2016,388,81.41264506,0.835626318,2016/5/21
956099153,2016,586,18.81857375,101.3881971,2016/12/21
888379768,2016,1240,88.04847742,90.44309842,2019/4/25
888379768,2017,1240,91.72723613,91.7055069,2016/7/31
727215858,2015,2658,100.1476899,99.96266338,2015/4/13
933133385,2015,1958,40.49300807,-1.029421531,2015/2/10
933133385,2015,505,-0.474245411,41.05694417,2015/8/10
983963171,2018,766,68.66490437,30.15201668,2018/9/26
983963171,2018,628,29.79864568,69.45213385,2018/3/26
130237444,2018,1741,1.070162323,51.72345791,2018/12/5
130237444,2018,1887,49.65195229,0.624637123,2018/3/5
130237444,2018,1017,-1.080661439,48.62633147,2018/8/5
130237444,2018,1273,50.447129,0.947088548,2018/3/5
318335931,2016,2576,3.747454552,-1.090349234,2016/11/24
379190113,2014,2233,6.343976964,47.9692262,2014/7/28
379190113,2014,885,40.05404319,45.07135616,2014/11/28
379190113,2014,319,4.929578308,1.025743745,2014/11/28
379190113,2014,721,42.59861146,-0.418610507,2014/6/28
737561010,2015,1292,-0.674556574,49.6736083,2016/4/19
737561010,2017,1178,1.520961285,51.01530145,2017/8/6
77728927,2018,490,-0.404757446,40.73637484,2018/3/14
766391861,2016,610,50.90489813,23.88219702,2016/2/7
766391861,2016,1281,50.75803394,24.68996922,2016/10/7
547980097,2016,1831,67.73790196,57.10848292,2016/12/29
547980097,2016,1773,1.120972778,2.725531506,2016/7/29
547980097,2016,2566,0.052567877,5.39853377,2016/3/29
774155183,2013,508,50.01174502,7.540779078,2013/2/21
774155183,2013,81,49.21194201,5.711429601,2013/5/21
774155183,2013,512,1.206789288,83.96834746,2013/4/21
774155183,2014,512,86.18427414,93.76220509,2015/2/23
774155183,2015,512,84.86669427,92.84772599,2015/10/23
774155183,2014,81,9.136597152,-2.377885516,2015/12/23
774155183,2015,81,6.525876297,-0.64666944,2015/5/23
774155183,2017,157,-0.161604892,8.926884053,2017/4/11
774155183,2017,508,8.758786544,-0.483733435,2017/1/11
738715562,2016,1090,-1.471868897,101.0711446,2016/4/11
739101911,2017,944,-0.122369539,19.44014835,2017/11/5
739101911,2017,2330,49.16586334,82.08618629,2017/2/5
739101911,2016,1018,100.7545609,18.83750407,2016/10/29
739101911,2016,77,-0.927569057,27.14675763,2016/6/29
739101911,2016,2330,0.934242843,53.72436483,2016/3/29
577783756,2016,612,29.96634956,-2.416157903,2017/8/18
577783756,2016,1367,60.25847421,87.83253187,2017/3/18
577783756,2016,1971,8.590008023,8.563381528,2017/7/18
966905657,2017,1824,0.568764475,14.52809165,2016/4/25
159891237,2016,1343,-0.409769298,99.02568624,2016/10/31
159891237,2016,1330,-0.0581187,1.66577268,2016/5/31
159891237,2018,1691,10.47743279,8.79103624,2018/4/15
58663843,2013,829,100.3185422,52.50477084,2013/3/31
58663843,2013,1724,-0.093513483,49.07668451,2013/5/31
873924763,2018,1336,-0.044420313,60.66500996,2018/6/29
873924763,2018,2249,58.63343338,1.421481289,2018/2/28
873924763,2018,597,40.89939633,0.969030025,2018/8/29
873924763,2018,517,0.696863842,39.52040171,2018/5/29
73188056,2017,76,48.76789023,50.61084238,2017/7/11
486445677,2016,135,99.02364254,99.67809714,2016/10/9
556931102,2015,1166,49.61228413,49.13984691,2016/3/1
556931102,2015,2272,51.39077238,51.13081187,2016/3/1
72647861,2015,1760,63.56425634,44.08946997,2015/9/23
72647861,2015,366,0.2836749,10.55084512,2015/6/23
72647861,2015,2587,1.031712132,15.71894717,2015/9/23
72647861,2015,1298,22.6848308,16.56575739,2015/12/23
72647861,2014,1648,-0.207784192,6.353761251,2014/6/10
72647861,2014,1760,70.69119324,60.86178364,2014/10/10
72647861,2017,1760,0.453926393,0.216315175,2017/11/5
72647861,2017,366,2.41854652,-1.055811439,2017/7/5
72647861,2016,2587,14.68830737,-0.29937858,2016/8/26
72647861,2016,2593,-0.483958834,14.21853173,2016/9/26
72647861,2016,366,10.25038548,11.95216416,2016/7/31
72647861,2016,1298,16.29489002,14.34635605,2016/1/31
721365919,2016,763,56.76969424,0.247782481,2015/1/20
721365919,2016,762,44.02883709,100.6660042,2015/3/20
349096361,2014,1937,50.31697769,89.96984188,2014/3/17
349096361,2014,2319,49.51737623,10.3209135,2014/11/17
1153511266,2014,403,-2.460631151,7.112930712,2014/2/27
1153511266,2014,1859,-0.203924475,7.037222714,2014/6/27
792215638,2016,1114,-1.319686493,58.0555661,2016/4/26
834264380,2015,2238,0.06990775,99.42892767,2015/4/28
10367939,2017,1347,-0.165315307,41.73032662,2017/4/17
10367939,2017,1126,39.02621737,0.911770382,2017/1/17
10367939,2017,1002,-1.24979172,60.36437861,2017/12/17
10367939,2017,779,60.64613616,-0.784339191,2017/12/17
1208312381,2017,2124,-0.945892751,20.41174863,2017/10/27
1208312381,2017,557,18.21271489,-0.159328281,2017/11/27
95926854,2014,1814,0.645088712,61.23638162,2014/11/21
95926854,2014,635,60.80496333,0.726034986,2014/5/21
1083859289,2015,836,53.12462612,0.885696913,2015/7/3
1083859289,2015,1258,0.353010042,88.88970135,2015/11/3
1083859289,2015,838,49.04697529,8.390523765,2015/8/3
1083859289,2014,1811,10.80511469,-1.784159074,2014/10/26
1083859289,2014,952,18.90105771,-0.649543628,2014/7/26
1083859289,2014,838,35.38932184,47.5469542,2014/4/26
1083859289,2014,836,35.4104122,50.61255876,2014/10/26
1083859289,2017,78,1.13283587,90.58580241,2018/6/7
1083859289,2017,1258,89.40861037,1.271863758,2018/10/7
705346865,2013,464,69.83970683,35.60276468,2013/3/17
705346865,2013,450,30.97624283,64.69990143,2013/11/17
705346865,2014,450,64.82798951,19.71848168,2014/1/17
705346865,2014,464,31.72015749,79.97580236,2014/3/17
1008698866,2014,2069,101.7042218,98.34969017,2014/9/30
667453278,2018,324,2.280345391,2.166315643,2018/10/25
667453278,2018,132,49.41620329,98.33245441,2018/8/25
204455748,2014,1734,52.08618436,51.07149035,2014/9/10
204455748,2014,2577,-0.206767266,51.06906591,2014/3/10
204455748,2014,418,46.98759451,1.68348805,2014/5/10
249815891,2016,161,0.45316931,48.96901431,2016/2/28
917011557,2017,1363,39.81107931,60.55143855,2017/10/20
921963405,2014,1860,13.2396177,99.51772421,2014/7/27
845516289,2017,675,35.39351102,-0.427762606,2017/9/18
845516289,2017,819,-1.590122567,33.19676962,2017/10/18
217811353,2014,2311,0.280975271,99.13094594,2014/11/27
837237594,2015,252,0.00848891,40.05462282,2015/6/21
837237594,2015,2676,0.179261441,40.09520968,2015/12/21
837237594,2015,1972,9.465266009,19.20786573,2015/3/21
837237594,2015,251,89.52796535,0.009968814,2015/1/21
305792760,2016,693,-0.206429469,99.06704323,2016/8/31
714492796,2013,2674,49.90568396,50.60093059,2013/11/8
714492796,2013,1473,49.09529138,48.81729244,2013/9/8
764405882,2018,1188,99.53071241,99.95578569,2016/3/19
394604668,2014,2763,96.93635973,97.34465756,2014/2/25
394604668,2014,1226,2.174704265,2.090271293,2014/12/25
394604668,2018,2764,98.73562414,99.16703496,2018/5/26
394604668,2018,1226,-0.790476533,-0.100039201,2018/4/26
393529853,2017,1326,-0.413320041,99.6199774,2017/4/27
393529853,2017,80,99.98483719,1.862594104,2017/7/27
335452445,2016,2218,78.73760622,98.8758713,2016/6/7
1111063111,2018,1319,0.667760238,100.2912137,2018/4/2
292121926,2014,2320,58.81175836,10.1726201,2014/5/29
292121926,2014,2127,39.4917966,9.979092922,2014/4/29
292121926,2014,2354,1.497639786,79.82352442,2014/10/29
1200405615,2014,789,0.541267219,59.88457157,2014/7/29
1200405615,2014,1143,0.571327346,40.32768761,2014/10/29
1200405615,2015,2083,59.90786824,-1.691450404,2015/4/10
1200405615,2015,789,0.677423044,70.55885978,2015/4/10
1200405615,2015,1143,1.57016033,15.99880525,2015/2/10
1200405615,2015,705,39.32160609,0.444261307,2015/3/10
1200405615,2015,276,0.941899789,15.28503236,2015/4/10
1200405615,2016,276,1.959806445,17.46732517,2015/11/9
1200405615,2016,2083,60.70454376,1.212862993,2015/3/9
1200405615,2016,1143,0.22056102,14.50564765,2015/3/9
1200405615,2016,705,39.66986207,0.273512819,2015/5/9
1200405615,2016,789,-0.749812945,70.54177474,2015/1/9
185788468,2013,1204,3.843370345,-1.051727749,2013/2/26
136757305,2016,1560,64.27993517,-0.449601212,2016/1/8
136757305,2016,451,36.39775203,0.008811149,2016/5/8
546141373,2013,2516,40.42235275,0.694903687,2013/8/31
546141373,2013,2138,-1.627132162,101.4247505,2013/10/31
546141373,2013,2136,1.659399455,59.13697891,2013/9/25
546141373,2013,2137,60.95271547,-1.296771456,2013/3/25
546141373,2013,2136,60.27182653,-0.630269413,2013/3/31
290523763,2016,2435,14.04159218,0.29892864,2016/8/26
290523763,2016,64,69.16464267,99.91789616,2016/2/26
290523763,2016,511,15.08640974,0.683890507,2016/7/26
290523763,2016,379,2.232811375,-0.577307082,2016/12/26
839764982,2016,137,-0.159687198,91.71210495,2016/8/4
839764982,2016,1231,89.08453268,-0.008010145,2016/1/4
839764982,2018,2145,11.21735316,1.230344644,2018/6/11
839764982,2018,2077,0.627914215,11.07346576,2018/10/11
839764982,2018,137,89.07718307,89.83030807,2018/6/11
69056627,2017,1453,-1.610709864,8.050531316,2017/11/21
69056627,2017,40,0.574251624,-0.903677233,2017/8/21
69056627,2017,2108,8.301049719,1.243142915,2017/8/21
638430829,2018,2491,61.72994567,59.23680154,2018/6/30
638430829,2018,2358,15.95451943,13.18592833,2018/3/30
638430829,2018,2322,-1.057365086,10.87797428,2018/6/30
638430829,2018,52,21.98598253,16.2175994,2018/2/28
401087436,2015,976,3.85740114,0.145545247,2015/3/12
401087436,2015,2106,95.05542526,59.8355509,2015/1/12
401087436,2015,1995,-0.31844932,39.48810502,2015/12/12
527294821,2014,2769,86.80729429,69.36111242,2014/2/8
527294821,2014,1065,15.0242176,-0.061553379,2014/4/11
527294821,2014,2769,68.25849041,-0.082673949,2014/6/11
498652710,2016,975,28.72972769,0.315569751,2016/2/29
1086417627,2014,101,33.33930017,0.689952796,2014/4/17
1086417627,2014,1584,1.166990212,91.88012079,2014/2/17
1086417627,2014,2312,32.75678104,-0.672076753,2014/1/17
1086417627,2014,1580,-1.357111305,9.266700114,2014/5/17
1086417627,2014,847,35.24642879,-0.711276328,2014/7/17
8154079,2016,37,38.3616354,-0.964868823,2016/7/1
8154079,2014,1620,0.458718614,59.11598216,2014/10/21
8154079,2018,1620,98.43544132,100.8339763,2018/8/16
211073766,2018,2089,60.8465884,19.7246699,2018/6/26
211073766,2018,2170,0.397259931,41.54586125,2018/10/26
101646309,2014,2122,69.09235171,77.81916231,2014/2/20
101646309,2014,1558,9.674703358,1.934811155,2014/10/20
101646309,2014,400,19.24702093,20.97120484,2014/4/20
101646309,2013,2122,35.70995213,70.15974402,2013/6/21
101646309,2013,1558,34.7396828,8.534350545,2013/5/21
101646309,2013,400,29.58705296,18.33911807,2013/1/21
101646309,2017,165,0.544222661,30.20230152,2017/6/18
101646309,2017,2122,80.25047727,69.14655063,2017/1/18
101646309,2017,400,18.68146807,-0.723813834,2017/7/18
475728275,2017,1565,79.97903325,98.39884818,2017/9/12
1044138027,2016,2074,71.63848027,-0.318178427,2016/1/28
1044138027,2016,2257,-0.361126068,98.44345826,2016/11/28
1044138027,2016,550,29.24582056,-0.164469849,2016/9/28
202957804,2017,2418,48.72615887,-0.198608704,2017/12/28
202957804,2017,121,-0.344730459,51.3301776,2017/2/28
832293063,2014,2278,10.96554083,0.748181647,2014/7/4
832293063,2014,774,0.13431543,99.79594409,2014/7/4
832293063,2014,2560,88.73977322,0.6123472,2014/11/4
1073542190,2016,2433,41.0932619,-0.33323864,2016/4/16
1055695078,2015,608,0.342058125,48.32169843,2015/12/24
1055695078,2015,1161,90.57694857,-1.905959176,2015/8/24
1055695078,2015,2417,-0.331652828,52.51168864,2015/9/24
1055695078,2015,142,9.775808245,0.234880828,2015/12/24
1086832694,2016,2541,70.49212314,100.0182498,2015/1/21
1086832694,2016,2540,29.81293329,-0.821984253,2015/6/21
297716587,2015,401,79.83228658,99.61132601,2015/2/24
648898177,2015,2699,100.3899001,0.129519439,2015/6/10
648898177,2015,317,-0.763924592,98.95132008,2015/12/10
476781118,2016,1222,1.571136189,6.763856682,2016/6/5
476781118,2016,1546,79.02171705,95.66195128,2016/12/5
476781118,2016,1293,20.87996781,-1.297945634,2016/10/5
406704808,2013,2061,80.41922765,92.69973187,2013/2/2
406704808,2013,714,20.24239219,6.390870418,2013/10/2
770160817,2018,1840,22.35618943,98.89872538,2018/11/25
770160817,2018,2317,80.80308562,0.422039347,2018/5/25
1005563363,2014,1966,89.1784503,74.05165895,2014/9/18
637551141,2016,32,0.526302367,102.1494655,2016/1/15
596211245,2015,2084,56.36005216,92.59493339,2015/9/11
596211245,2015,1791,18.4182831,7.287121511,2015/6/11
1005178766,2018,4,100.1336833,99.4288098,2018/1/11
1176994634,2017,2378,-1.791473437,89.69454508,2017/10/6
1176994634,2017,1941,-0.267286721,11.36618577,2017/9/6
1176994634,2018,34,0.258110653,99.71942312,2018/7/15
1176994634,2018,1941,8.692803472,-0.458248365,2018/11/15
1176994634,2018,2378,91.23874374,0.055326956,2018/6/15
148121288,2016,1566,-0.318256646,29.51432169,2016/3/6
516287023,2016,499,68.36021263,79.60720585,2016/8/23
516287023,2016,270,6.195319199,1.741411127,2016/12/23
516287023,2016,297,3.441024728,-0.890580416,2016/3/23
516287023,2016,1357,1.698837934,-0.530152919,2016/12/23
516287023,2018,46,20.59381538,-2.369095418,2018/6/30
516287023,2018,687,-2.044168048,20.46682917,2018/6/30
17015998,2014,584,90.15627304,0.9721356,2014/10/28
17015998,2014,30,10.57255895,98.64541805,2014/8/28
585856640,2014,31,70.73623097,55.06849739,2014/11/10
585856640,2014,1160,30.40591268,45.85679191,2014/11/10
1194450635,2016,921,50.04328787,-1.723912332,2016/8/20
1194450635,2016,391,51.35965404,99.10185717,2016/11/20
891114589,2014,1611,-1.91356203,68.07483234,2014/5/6
891114589,2014,67,69.62737978,-0.981837275,2014/5/6
56597353,2017,1250,90.84161024,-0.368372971,2017/11/30
56597353,2017,2131,10.47041725,0.518189238,2017/2/28
177180605,2018,1551,0.581273561,60.02292582,2018/9/30
177180605,2018,1985,60.93768613,1.098289505,2018/4/30
177180605,2018,1236,40.27589361,39.19795818,2018/9/30
349315770,2014,1466,0.998704874,11.34548796,2014/8/30
349315770,2014,2481,9.263954681,-0.812290262,2014/11/30
631397174,2015,2085,-0.171840872,99.44545386,2015/7/19
899842500,2018,522,-0.858740286,102.5338795,2018/6/17
661526755,2014,2616,-0.928308266,11.12248314,2014/10/4
661526755,2014,2479,90.47130891,89.91496435,2014/1/4
291153990,2018,1373,0.77057913,99.65612016,2018/6/3
291153990,2018,45,99.87501694,1.1559578,2018/1/3
11826214,2018,41,52.32865744,1.298569795,2018/9/30
11826214,2018,871,14.84512936,0.038505379,2018/6/30
11826214,2018,146,23.44571583,-0.227956191,2018/10/30
1068058034,2018,1211,4.017867224,-0.032149405,2018/1/3
1068058034,2018,554,5.783618725,0.608157933,2018/7/3
1068058034,2018,1759,5.921265021,-1.179631218,2018/2/3
766144689,2017,2630,42.14106297,-0.337232892,2017/10/11
766144689,2017,1096,0.398407057,100.1137622,2017/8/11
766144689,2017,2648,59.59410396,-0.866850072,2017/2/11
1166352808,2014,1679,0.077656101,47.9595367,2014/6/9
1166352808,2014,962,97.99256897,-1.086582963,2014/8/9
1166352808,2014,1578,-0.616312976,50.60628524,2014/11/9
614634507,2018,33,1.290917303,59.5836025,2018/11/17
207210491,2016,2592,61.81250443,-3.168016634,2016/5/26
207210491,2016,2528,18.80321136,-0.591691197,2016/3/26
207210491,2016,442,16.68063687,100.0854418,2016/8/26
818420099,2015,2223,89.67610982,98.54172322,2015/9/25
818420099,2015,2220,-0.044351924,-0.537582323,2015/7/25
838642117,2015,1973,101.823404,1.308783335,2013/11/28
826767461,2015,2079,39.91418274,0.503537168,2015/7/30
826767461,2015,2390,-1.270520645,81.22575931,2015/2/28
826767461,2015,2776,38.25018512,0.513716385,2015/2/28
1092025052,2016,2774,0.064247424,10.02454078,2016/8/26
1092025052,2016,1576,71.21513099,40.98961348,2016/6/26
1092025052,2016,1573,-0.716778626,28.6925057,2016/3/26
1092025052,2016,637,29.56315227,18.80752427,2016/11/26
867895715,2017,1974,-0.094723681,39.4725453,2017/6/10
867895715,2017,804,49.25567542,-0.045585371,2017/9/10
867895715,2017,540,49.06654954,-0.456153925,2017/4/10
867895715,2017,1613,-0.951735553,59.44456999,2017/5/10
955246836,2017,863,34.94492797,1.781193973,2017/2/15
955246836,2017,930,66.49151708,0.264282463,2017/11/15
388511939,2015,790,0.967139722,89.21905895,2015/7/8
388511939,2015,859,-0.531640822,10.23134484,2015/11/8
388511939,2015,506,10.50878722,-0.297926463,2015/12/8
388511939,2015,1486,90.14526643,-0.720588596,2015/6/8
388511939,2014,1486,57.14541975,90.33430351,2014/7/23
388511939,2014,1372,9.361940651,-0.483124981,2014/12/23
388511939,2014,506,32.55205361,9.39735068,2014/10/23
388511939,2018,859,9.442176782,-0.097246115,2018/8/27
388511939,2018,2188,-0.07851572,10.53382095,2018/12/27
1066649257,2018,2291,-0.152642091,55.37003641,2018/9/8
1066649257,2018,2181,-1.479304693,45.86944969,2018/2/8
1163669700,2016,1583,0.487553714,10.70566823,2016/3/18
1163669700,2016,2536,1.099350692,15.4585422,2016/6/18
1163669700,2016,68,51.34909082,74.74187266,2016/9/18
1163669700,2017,68,73.75285619,20.36185438,2017/8/17
1163669700,2017,1583,8.644365504,80.67057085,2017/11/17
1163669700,2017,2536,12.91596652,-0.79197223,2017/2/17
1163669700,2018,1583,79.58818475,-0.994142291,2018/5/22
1163669700,2018,2326,0.937277451,0.850958458,2018/10/22
1163669700,2018,68,21.16409685,99.00461994,2018/6/22
907631104,2014,1930,1.865846549,20.15752369,2014/5/2
907631104,2014,1931,16.74340922,0.890560222,2014/8/2
907631104,2015,1145,0.115907051,10.44040065,2015/11/21
907631104,2015,21,54.63990147,48.20334638,2015/3/21
907631104,2015,2310,-0.510909077,1.085854904,2015/1/21
907631104,2015,1073,11.67049421,7.2371629,2015/4/21
907631104,2015,1306,14.03145782,14.2992437,2015/4/21
907631104,2015,1930,18.81329721,17.732369,2015/7/21
907631104,2017,21,49.39770358,0.370262243,2017/3/26
907631104,2017,2374,-1.185083016,5.840082746,2017/5/26
907631104,2017,1073,8.729380561,0.442136864,2017/8/26
907631104,2017,1306,13.9859162,9.905491115,2017/3/26
907631104,2017,1145,9.815087755,-0.843010416,2017/1/26
907631104,2017,39,0.423219826,25.10036453,2017/12/26
907631104,2017,1689,0.47381495,7.215628399,2017/9/26
907631104,2017,2310,2.238331286,1.5988164,2017/5/26
907631104,2017,1930,16.81938441,11.93496766,2017/3/26
907631104,2017,38,-0.138406664,35.76223119,2017/3/26
585705508,2015,2498,39.72814899,-0.064085996,2015/8/1
926622603,2017,2063,-0.526035778,4.536111724,2017/4/9
926622603,2017,239,-0.240231406,29.95238375,2017/9/9
421321441,2018,318,1.529120501,5.417610174,2018/1/14
487957396,2016,2522,2.88380038,98.72142261,2016/4/1
487957396,2017,2522,0.851290715,-0.718112143,2016/6/30
487957396,2018,2522,0.081154009,98.88619815,2018/9/30
1217205691,2015,2225,39.46945149,-1.088707145,2015/7/8
1217205691,2015,167,-1.796922103,99.93419126,2015/1/8
1217205691,2015,971,61.64335786,0.852957306,2015/4/8
808471480,2015,1212,30.70611018,41.60521854,2015/10/16
413319317,2018,414,51.2647816,-0.880671538,2018/7/20
413319317,2018,2693,1.148072717,50.06209792,2018/7/20
223149739,2015,1557,42.73451412,48.89335445,2015/3/15
223149739,2015,1577,0.049959746,33.81061845,2015/1/15
223149739,2015,520,12.64669583,0.117122696,2015/6/15
223149739,2015,477,-0.368662148,4.774470315,2015/3/15
223149739,2015,2545,9.305193632,0.333096309,2015/10/15
223149739,2015,466,8.739533592,1.79444285,2015/9/15
223149739,2015,437,0.059664193,10.02458359,2015/5/15
223149739,2015,2057,20.55851656,-0.500309926,2015/11/15
223149739,2015,1371,4.679585033,1.235633,2015/4/15
312715631,2017,134,-0.968103561,50.46161686,2017/8/10
312715631,2017,1516,0.166862597,50.12744309,2017/2/10
312715631,2017,526,50.3381301,0.317913601,2017/9/10
312715631,2017,2195,50.35687017,1.775196628,2017/12/10
130282504,2016,44,101.8009225,100.0680774,2016/1/6
704679891,2016,2333,60.01642772,1.61214932,2016/10/30
704679891,2016,2283,38.51035215,88.39187625,2016/8/30
704679891,2016,986,-0.245069148,11.01918177,2016/5/30
493262778,2014,559,4.553391682,-1.939244963,2014/1/20
493262778,2014,2423,-0.411884186,4.525316207,2014/10/20
938496967,2015,1395,26.06151348,0.370954455,2015/1/19
938496967,2015,2565,-0.406343817,10.09802865,2015/7/19
938496967,2015,576,-0.955890429,29.22061732,2015/8/19
938496967,2015,577,75.2692479,44.86618988,2015/9/19
938496967,2015,1420,-0.955104484,15.20355057,2015/6/19
185825747,2015,2421,0.439874339,98.04254719,2015/1/8
185825747,2015,2599,100.9419753,0.637632146,2015/8/8
885398224,2014,2117,37.87502716,0.345581157,2014/8/20
885398224,2014,728,60.41902396,0.791262908,2014/3/20
896021346,2016,169,-0.226951968,88.52797832,2016/9/20
896021346,2016,1866,60.62901044,0.05611406,2016/5/20
896021346,2016,2643,39.23335753,-0.003197427,2016/4/20
896021346,2016,507,1.504969436,9.109613243,2016/6/20
896021346,2018,507,10.89982229,-0.399991952,2018/7/10
896021346,2018,1602,0.423214012,9.252632676,2018/1/10
1192440861,2014,166,49.66560776,24.01372754,2013/12/5
1192440861,2014,1027,-2.068821345,51.22436825,2013/3/5
1192440861,2014,1028,0.041339187,24.71010931,2013/12/5
381667187,2014,2444,-0.21207105,50.30500786,2014/12/30
381667187,2014,686,1.304430842,50.61398265,2014/4/30
328886108,2018,541,0.112942578,99.94819458,2018/8/6
328886108,2018,994,30.14333394,-0.76825656,2018/10/18
328886108,2018,1001,70.37548985,99.60958427,2019/6/18
328886108,2018,1001,100.655862,0.352724684,2018/2/6
420762232,2014,371,71.03572447,98.80543177,2014/8/31
303582957,2018,2313,29.22886603,29.71861507,2018/8/16
559996839,2014,2415,-0.285682971,100.0066993,2014/4/13
837969179,2014,2420,42.95135904,-0.586160038,2014/3/24
837969179,2014,2419,-1.176244618,45.34311838,2014/4/24
1097825495,2016,2691,-1.040137229,22.03864111,2016/12/13
1096326449,2014,1975,89.68523407,98.17490358,2014/6/22
1096326449,2014,788,10.73360045,0.245354361,2014/9/22
432923310,2015,560,-0.721580657,10.57699545,2015/1/29
432923310,2015,2411,10.72784187,-0.445857924,2015/5/29
1093379836,2018,2709,45.1190117,78.56303935,2018/11/11
1093379836,2018,2080,34.49022722,1.257849351,2018/12/11
863313256,2014,1426,-2.037493129,58.97568317,2014/8/12
