entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
941804680,2017,2018/4/3,5,8,22
991275528,2018,2019/3/24,7,8,22
1120056797,2018,2019/5/2,2,5,22
1103580896,2018,2019/11/15,3,9,22
265370615,2018,2019/12/7,2,0,22
1088273481,2018,2019/8/28,4,3,22
1140496964,2018,2019/11/24,154,50,22
334427936,2018,2019/12/15,14,6,22
360839424,2018,2019/11/30,12,5,22
856465520,2018,2019/11/18,8,6,22
828213891,2018,2019/1/12,8,4,22
1127454408,2018,2019/8/28,5,11,22
753334434,2018,2019/12/17,3,9,22
606252638,2018,2019/11/15,5,11,22
876061452,2018,2019/2/22,8,3,22
518300054,2018,2019/2/17,6,3,22
646553788,2018,2019/11/20,10,1,22
645221211,2018,2019/2/24,11,,22
797023681,2018,2019/5/23,9,,24
27292169,2018,2019/10/21,18,,22
831228888,2018,2019/4/18,4,,22
248817807,2018,2019/11/10,11,4,22
188839445,2018,2019/2/21,5,1,22
631111152,2018,2019/5/26,13,13,22
792215638,2018,2019/11/20,4,,22
513385601,2018,2019/2/22,11,,22
667453278,2018,2019/1/19,5,,22
211073766,2018,2019/5/10,14,13,22
177180605,2018,2019/11/23,9,4,22
1088880330,2018,2019/3/28,50,42,22
29219424,2018,2019/2/5,1,9,22
186699118,2018,2019/6/21,5,5,22
566211575,2018,2019/7/5,7,6,15
130780621,2018,2019/5/22,8,7,22
232853030,2018,2019/1/5,12,5,22
815125618,2018,2019/8/19,11,1,22
260129813,2018,2019/9/13,47,7,22
559166288,2018,2019/1/23,7,8,22
371047169,2018,2019/9/26,5,8,22
909068442,2018,2019/3/16,9,7,22
702479838,2018,2019/8/17,8,2,22
291480956,2018,2019/2/21,7,7,15
1029019559,2018,2019/3/24,6,6,22
220974141,2018,2019/7/3,2,5,22
949272101,2018,2019/6/9,9,4,22
416100311,2018,2019/12/27,12,3,22
459684640,2018,2019/6/17,18,8,22
369111449,2018,2019/8/12,10,2,22
839756865,2018,2019/7/21,14,12,26
225622268,2018,2019/7/28,23,14,26
634852027,2018,2019/1/10,98,58,26
622675931,2018,2019/12/10,8,9,26
1090891601,2018,2019/4/29,14,1,26
972357030,2018,2019/1/25,13,6,26
856066498,2018,2019/1/22,14,9,26
452641693,2018,2019/7/24,30,10,26
946255580,2018,2019/9/28,17,4,26
957069066,2018,2019/3/28,7,6,26
108043142,2018,2019/5/24,14,12,26
842352509,2018,2019/9/16,7,7,26
831277423,2018,2019/10/28,9,4,26
1094067837,2018,2019/12/18,14,6,26
342050158,2018,2019/5/17,1,8,26
291919736,2018,2019/10/12,7,4,22
835261089,2018,2019/5/10,160,94,22
1214317,2018,2019/1/10,17,14,22
774916134,2018,2019/8/27,10,10,22
329936792,2018,2019/1/15,6,9,22
763032752,2018,2019/7/3,4,3,24
547493845,2018,2019/6/6,7,8,22
733656209,2018,2019/6/30,5,4,22
793145101,2018,2019/1/4,13,6,22
179688522,2018,2019/2/23,6,4,22
1053637916,2018,2019/11/12,11,7,22
134139877,2018,2019/5/11,4,1,22
191390596,2018,2019/6/22,9,5,22
659646683,2018,2019/12/19,1,0,22
707793876,2018,2019/8/17,8,9,22
1225991575,2018,2019/4/2,13,9,22
546058796,2018,2019/2/23,69,32,22
456213611,2018,2019/5/16,6,10,22
468943085,2018,2019/12/23,19,7,22
16514689,2018,2019/6/21,8,9,22
323114113,2018,2019/11/18,15,9,22
1131372389,2018,2019/2/17,2,3,22
229922550,2018,2019/3/27,11,7,22
121043188,2018,2019/4/1,12,7,22
996594892,2018,2019/8/4,12,1,22
406359652,2018,2019/1/15,241,77,22
11609395,2018,2019/1/17,183,113,22
244667485,2018,2019/5/13,5,6,22
982212073,2018,2019/4/17,32,7,22
270532483,2018,2019/6/19,12,3,22
1115890420,2018,2019/6/25,7,12,22
984311687,2018,2019/10/27,1,6,22
689852654,2018,2019/10/10,11,3,22
570363239,2018,2019/10/10,5,6,22
1020440754,2017,2019/7/8,8,2,22
288327378,2018,2019/1/17,8,1,22
1020440754,2018,2019/1/8,7,1,22
1125645860,2018,2019/2/15,10,4,22
45371468,2018,2019/7/22,10,8,22
324797602,2018,2019/12/22,13,,22
1077934020,2018,2019/5/11,10,2,22
505435888,2018,2019/2/4,4,,15
327411718,2018,2019/4/14,13,,22
1204345842,2018,2019/2/3,3,1,22
991242180,2018,2019/1/11,12,,22
758156339,2018,2019/11/27,17,7,22
699934723,2018,2019/11/16,2,4,22
593657932,2018,2019/3/29,13,4,22
688524175,2018,2019/1/6,9,8,22
810585401,2017,2018/6/21,9,8,22
810585401,2018,2019/10/23,7,6,22
413413956,2018,2019/9/14,14,11,22
752569749,2018,2019/12/29,19,,22
1219183525,2018,2019/2/14,18,11,22
1101139229,2018,2019/4/12,10,12,22
566600099,2018,2019/7/3,15,4,22
425874319,2018,2019/5/19,6,3,22
220781201,2018,2019/3/7,9,5,22
128864601,2018,2019/11/21,3,0,22
212997759,2018,2019/1/6,9,2,22
9140810,2018,2019/1/23,15,,22
819743000,2018,2019/7/21,4,4,22
720703276,2018,2019/8/29,14,9,22
204046242,2018,2019/10/12,11,3,22
54624162,2018,2019/4/8,3,1,22
885903287,2018,2019/11/16,5,8,22
1176869646,2018,2019/11/13,1,6,22
242528375,2018,2019/5/21,11,11,22
822810462,2018,2019/8/7,3,0,22
73643264,2018,2019/6/23,2,2,22
998366708,2018,2019/6/5,10,7,22
1131025666,2018,2019/7/17,4,1,22
605511161,2018,2019/4/12,9,4,22
31933165,2018,2019/5/24,8,3,22
171003960,2018,2019/1/20,15,9,22
589800386,2018,2019/12/12,5,2,22
440214826,2018,2019/5/25,7,6,22
891972750,2018,2019/3/28,5,5,22
902362083,2018,2019/12/20,8,9,22
901419980,2018,2019/7/17,51,8,22
1069120381,2018,2019/9/7,8,1,22
124839584,2018,2019/5/6,40,15,24
472396618,2018,2019/12/11,2,4,22
686626096,2018,2019/10/12,4,3,22
907446259,2018,2019/11/16,3,7,22
690038812,2018,2019/3/16,5,5,22
613539914,2017,2018/8/25,11,11,22
613539914,2018,2019/8/15,6,8,22
50478809,2018,2019/8/11,8,2,24
959934344,2018,2019/10/17,8,11,22
143871515,2018,2019/10/26,6,9,22
127639160,2018,2019/6/16,7,3,22
216623780,2018,2019/8/22,9,2,22
576074242,2018,2019/9/21,8,11,22
349750528,2018,2019/5/26,11,,22
456651511,2018,2019/8/21,8,,22
77132594,2018,2019/9/18,21,,22
755349049,2018,2019/5/29,9,2,22
211255498,2018,2019/8/10,8,7,22
217106198,2018,2019/7/5,19,14,22
661301236,2018,2019/4/15,4,3,16
1229021560,2018,2019/12/14,8,4,22
490473216,2018,2019/8/16,19,3,22
508848720,2018,2019/9/11,10,2,22
1077483239,2018,2019/10/26,9,2,22
1009736961,2018,2019/11/21,8,7,24
512128673,2018,2019/4/15,59,29,22
399842306,2018,2019/4/25,12,2,27
963215242,2018,2019/1/7,10,5,22
731675260,2018,2019/3/25,1,0,22
49331413,2018,2019/2/12,1,10,24
1081769997,2018,2019/8/6,4,3,22
1077444690,2018,2019/2/12,2,4,22
720613635,2018,2019/3/11,12,1,22
417265186,2018,2019/12/28,7,1,22
664445072,2018,2019/3/26,6,3,22
912689225,2018,2019/4/7,27,12,22
285869159,2018,2019/9/17,5,9,22
285835048,2018,2019/10/26,6,,22
397032300,2018,2019/9/22,11,4,22
20388534,2018,2019/4/2,1,3,22
1028619057,2018,2019/8/12,9,7,22
1014754457,2018,2019/4/22,11,10,22
240664031,2018,2019/4/26,2,1,28
726794489,2018,2019/8/25,6,10,22
919252644,2018,2019/12/24,4,8,22
948005434,2018,2019/5/12,10,8,22
348374881,2018,2019/11/12,6,3,22
68027213,2018,2019/4/28,3,6,22
838228613,2018,2019/11/20,2,4,22
621512784,2018,2019/6/14,4,3,22
1015607937,2018,2019/6/26,9,6,22
12410250,2018,2019/9/19,4,7,22
347319761,2018,2019/6/2,4,,22
1221940295,2018,2019/11/26,5,,22
722804585,2018,2019/1/10,3,2,26
279368671,2018,2019/7/12,11,8,22
53395006,2018,2019/5/23,2,6,22
945532568,2018,2019/9/26,2,8,22
1102637895,2018,2019/1/8,4,3,22
739045380,2018,2019/9/20,2,5,22
925527501,2018,2019/5/13,19,16,22
580445256,2018,2019/2/11,3,10,22
437150014,2018,2019/12/26,9,3,22
1127565728,2018,2019/11/13,7,,22
736556758,2018,2019/4/11,11,6,22
66165373,2018,2019/10/17,11,6,22
647776254,2018,2019/7/4,18,7,22
741962989,2018,2019/2/20,20,,29
741962989,2017,2018/5/11,16,,29
130158179,2018,2019/7/7,,,29
130158179,2017,2018/4/17,12,,29
736068225,2017,2018/9/23,15,,29
976281343,2018,2019/2/18,8,,29
976281343,2017,2018/11/30,6,,29
842601360,2013,2015/3/5,,,2
262456287,2014,2015/2/3,,,2
904741369,2013,2014/4/12,59,,3
585083968,2013,2014/9/13,2,,2
955785937,2013,2014/10/29,2,,2
511414628,2013,2014/10/26,,,2
646283229,2013,2014/5/12,,,2
621528382,2013,2016/6/13,,,2
1112578012,2014,2015/1/1,5,,22
911507378,2015,2016/11/24,6,,2
567252563,2015,2016/12/5,9,,2
314987181,2014,2015/1/24,8,,2
1009801401,2015,2016/11/17,,,7
1074061048,2013,2015/10/29,213,,2
339548901,2015,2016/4/30,,,7
884380536,2013,2015/3/30,6,,2
893496146,2013,2014/6/24,,,2
33593255,2013,2015/4/29,,,2
211495478,2013,2015/3/11,,,2
1218454377,2013,2014/3/26,15,,2
1004305214,2015,2016/8/1,,,2
113667724,2015,2016/4/30,,,2
1185306719,2015,2016/7/22,,,2
132252620,2013,2015/1/1,,,2
1009801401,2013,2015/11/22,,,7
197841580,2015,2016/5/25,14,,2
410927364,2014,2015/1/1,,,2
782977357,2014,2015/1/17,,,2
855403793,2013,2015/11/27,,,2
660742774,2015,2016/10/16,9,,22
335859675,2014,2015/4/25,2,,2
622207797,2014,2015/2/28,,,2
735298812,2014,2015/5/8,,,2
1117724341,2014,,0,,2
1187502992,2015,2016/11/3,,,2
1069805896,2013,2014/5/23,11,,5
724415124,2013,2015/10/17,,,2
967321042,2014,2015/5/20,,,2
955785937,2015,2016/10/17,3,,2
1119151065,2013,2014/1/27,6,,2
1013720303,2015,2016/1/5,,,2
358876705,2015,2016/4/10,12,,22
100111522,2015,2016/2/9,,,2
890647815,2014,2015/6/23,15,,2
876038160,2015,2016/11/14,,,2
1175907869,2014,2015/10/24,,,2
1218454377,2015,2016/12/11,,,2
349529306,2015,2016/2/16,13,,22
26978690,2015,2016/9/11,,,2
216811345,2013,2016/12/5,3,,2
533035670,2013,2016/11/28,10,,3
567252563,2013,2014/8/26,4,,2
303582957,2014,2015/8/3,22,,2
302035768,2014,2015/11/17,10,,2
1001111012,2013,2015/1/2,,,2
1139594369,2015,2016/1/24,19,,2
639410044,2013,2015/10/11,,,2
1189143947,2014,2015/8/13,,,2
1001111012,2015,2016/7/23,,,2
196962704,2014,2015/2/25,,,2
584804242,2013,2015/1/17,9,,22
1091276982,2015,2016/1/26,,,2
660429611,2014,2015/5/7,,,2
637309274,2015,2016/5/14,,,2
562627237,2015,2016/12/29,37,,2
803236143,2015,2016/5/13,,,2
833733759,2015,2016/2/28,2,,9
478694836,2013,2015/8/3,22,,22
450364618,2013,2014/10/4,,,2
176126365,2013,2014/6/24,,,2
825800889,2014,2015/7/21,16,,2
699754193,2013,2015/2/2,,,2
799671424,2013,2015/6/12,,,2
159087101,2013,2015/12/5,13,,2
716473028,2013,2015/2/28,,,2
757976991,2013,2015/11/1,,,2
1167855407,2015,2016/3/2,,,2
534842982,2015,2016/5/17,,,2
336162860,2014,2015/2/18,,,2
1091324178,2015,2016/10/29,,,2
445338080,2014,2015/3/11,214,,22
441403783,2014,2015/10/23,6,,2
465059259,2014,2015/3/19,,,1
42325456,2014,2015/12/30,,,2
604825915,2015,2016/7/15,,,2
716473028,2015,2016/3/26,,,2
485876601,2015,2016/11/22,,,2
313675833,2013,2015/6/24,,,2
54227182,2014,2015/5/30,,,2
593410776,2013,2015/10/14,6,,2
11205016,2013,2014/1/1,19,,3
738097339,2014,2015/2/26,,,2
1095858842,2014,2015/11/14,,,2
275202652,2015,2016/6/26,,,2
677703690,2013,2014/10/11,65,,2
804599342,2013,2015/8/30,,,2
947891681,2013,2015/2/28,,,2
173010265,2015,2016/10/20,,,2
403463609,2013,2015/6/12,,,2
699754193,2014,2015/3/2,,,2
365943839,2014,2015/1/8,,,2
1202200469,2013,2015/3/29,,,2
900470535,2013,2015/5/24,6,,2
716473028,2014,2015/7/29,,,2
827142550,2015,2016/8/20,,,2
951687,2013,2015/1/17,8,,2
533212264,2015,2016/11/30,5,,7
6217199,2015,2016/5/30,14,,22
1114870905,2015,2016/10/20,9,,2
583466033,2014,2016/6/16,,,2
113395159,2015,2016/11/22,,,3
1161747287,2013,2014/11/11,,,2
698919296,2013,2015/6/20,,,2
1161747287,2014,2015/1/6,,,2
1016306943,2013,2015/11/20,13,,2
294333982,2015,2016/10/26,18,,2
708956420,2014,2015/7/26,,,2
1205804872,2013,2015/3/19,,,2
1054641458,2014,2015/1/11,,,2
180580702,2015,2016/2/29,,,2
486419358,2015,2016/4/28,86,,2
632244749,2014,2015/2/13,5,,2
618822693,2015,2016/2/29,,,2
951687,2015,2016/4/26,,,2
966905657,2015,2016/5/20,,,2
233680372,2013,2014/6/18,11,,2
408807999,2015,2016/6/8,,,3
143928130,2015,2016/1/31,4,,2
92710601,2013,2015/3/13,,,2
1088862766,2015,2016/1/19,8,,22
599793630,2013,2014/5/2,,,2
980606830,2014,2016/5/7,49,,2
381314202,2014,2015/6/6,,,2
907768783,2015,2016/2/18,,,2
225822567,2015,2016/12/14,,,2
505067898,2015,2016/12/17,,,2
751671258,2014,2015/10/25,,,2
662369585,2015,2016/11/3,11,,2
645520169,2015,2016/4/24,10,,2
288440661,2015,2016/2/20,,,2
1199555972,2014,2015/7/26,,,2
1085422569,2015,2016/7/27,,,2
1042696974,2013,2015/11/7,,,2
192551836,2013,2015/8/25,46,,2
31941495,2015,2016/10/26,,,2
1047923746,2014,2015/3/29,,,2
1116204035,2015,2016/3/13,9,,2
536695149,2015,2016/4/7,,,7
487134199,2015,2016/3/20,9,,2
536531841,2015,2016/1/3,,,2
1066953874,2015,2016/5/22,,,2
751671258,2013,2015/10/25,8,,2
214385717,2014,2015/2/15,,,2
9645357,2014,2015/9/30,,,2
706054648,2015,2016/2/7,25,,2
218521663,2014,2015/4/30,,,3
679214969,2015,2016/5/15,27,,2
977648552,2013,2015/7/14,,,2
1053787269,2015,2016/11/30,5,,2
478139581,2013,2014/6/23,8,,22
503221056,2014,2015/12/10,,,2
244394472,2015,2016/5/4,,,2
305382471,2013,2015/7/23,,,2
492033009,2013,2015/6/13,,,2
907345895,2013,2015/6/29,,,2
1036475468,2015,2016/6/1,,,2
345739518,2014,2015/5/28,,,2
1227058923,2015,2016/1/24,5,,2
667474405,2015,2016/6/5,,,2
352017511,2013,2014/11/26,,,2
950587093,2014,2015/9/14,,,2
643924098,2014,2015/2/28,,,2
834372528,2014,2015/7/20,,,2
945379591,2013,2014/4/9,2,,2
177935384,2013,2015/11/28,17,,2
869977854,2014,2015/8/2,,,2
743616711,2015,2016/3/23,,,2
1070744320,2013,2014/10/24,,,2
33219767,2013,2014/8/22,10,,2
45388809,2014,2015/2/19,,,2
776344153,2013,2016/8/21,,,2
182901680,2015,2016/2/28,,,2
1200599969,2015,2016/4/20,,,2
1129779480,2015,2016/4/28,,,2
548958528,2015,2016/11/4,7,,2
34944276,2013,2014/10/24,,,2
1192147298,2015,2016/4/3,5,,22
66999843,2014,2015/8/8,,,3
396627000,2013,2014/3/19,,,2
648828712,2013,2014/9/16,,,2
200941233,2015,2016/8/22,,,2
7609542,2013,2014/3/31,,,2
447994430,2013,2014/2/11,,,2
596474080,2013,2014/6/26,,,2
1219160439,2015,2016/4/18,,,2
606624209,2013,2015/4/12,11,,2
718435652,2014,2015/2/2,3,,2
818086962,2015,2016/11/24,3,,22
846363200,2015,2016/8/29,,,2
106189694,2013,2015/9/27,,,3
106189694,2014,2015/5/27,,,3
1215434367,2014,2015/3/2,8,,22
403721550,2013,2015/5/30,,,2
403721550,2015,2016/4/25,,,2
160897946,2014,2015/6/27,,,2
1054129950,2014,2015/10/13,,,2
576283533,2013,2015/2/2,,,2
13675318,2013,2015/4/23,,,2
247219966,2014,2015/10/8,5,,2
412738628,2013,2014/2/28,,,2
740443526,2014,2015/4/3,,,2
80703996,2013,2015/10/9,,,7
1188288429,2015,2016/8/8,,,2
1131429602,2015,2016/8/29,15,,22
645492542,2014,2015/1/4,,,2
947771826,2014,2015/12/29,,,2
74945641,2013,2015/8/25,,,2
1113403058,2014,2015/8/21,8,,22
870902522,2015,2016/1/11,,,2
679645022,2014,2015/8/21,,,3
543094507,2013,2015/1/5,,,2
1221998999,2013,2015/8/6,,,2
110403453,2013,2015/12/16,,,2
445281103,2013,2015/2/10,,,2
759349674,2014,2015/10/14,,,2
148379961,2013,2015/9/13,,,2
576283533,2015,2016/1/8,,,2
771704771,2015,2016/9/11,22,,22
158845265,2013,2014/9/10,15,,2
332977854,2015,2016/8/7,21,,2
948200466,2014,2015/7/25,15,,2
1186089404,2015,2016/11/12,7,,2
987582746,2015,2016/1/22,,,2
1131518615,2015,2016/10/7,,,2
1053198233,2015,2016/8/26,,,2
477014025,2014,2015/6/5,,,2
312782663,2013,2014/9/15,,,2
703724512,2015,2016/2/16,,,2
1113403058,2015,2016/7/18,6,,22
350850093,2014,2015/6/7,10,,2
18454080,2013,2014/8/24,,,3
82629311,2013,2014/1/13,11,,5
650959739,2015,2016/11/16,2,,3
915463143,2013,2016/7/11,7,,2
985979959,2013,2015/10/24,,,2
294880465,2014,2015/11/10,,,2
320661366,2014,2015/12/5,13,,2
826303265,2014,2015/12/4,,,2
1054129950,2015,2016/4/20,,,2
942721,2013,2015/12/15,,,7
70915199,2015,2016/6/16,,,2
320661366,2015,2016/8/23,4,,2
809102913,2013,2015/12/28,,,2
951338863,2015,2016/12/17,,,2
1162745011,2013,2015/5/7,,,2
320422003,2013,2015/3/31,,,2
116573635,2014,2015/6/4,,,2
1221998999,2015,2016/4/3,,,2
457690583,2013,2015/7/26,,,2
98594981,2014,2015/9/30,,,2
914200569,2014,2015/5/8,,,2
443389038,2015,2016/6/7,,,2
124940490,2014,2015/10/8,,,2
744220146,2015,2016/11/24,38,,3
956693028,2015,2016/10/10,13,,2
830353639,2014,2015/5/27,10,,2
639741680,2015,2016/7/12,8,,2
1039460060,2015,2016/12/27,,,2
565047451,2013,2015/1/19,,,2
771704771,2014,2015/4/28,13,,22
237140164,2014,2015/6/1,,,2
266454311,2013,2015/5/27,9,,2
240358937,2015,2016/3/13,,,2
694671927,2015,2016/7/20,8,,2
990347830,2015,2016/10/22,,,2
406807070,2014,2015/8/21,,,2
471282603,2014,2015/7/19,,,2
75551704,2014,2015/2/21,,,2
703645929,2015,2016/6/19,,,2
505322449,2015,2016/8/27,,,2
158845265,2015,2016/9/28,3,,2
584479406,2016,2017/7/20,8,9,11
1149450703,2016,2017/4/20,6,7,2
37348978,2016,2017/9/20,19,13,2
7609542,2016,2017/1/20,3,1,2
64138306,2016,2017/6/20,10,6,2
476101330,2016,2017/2/20,12,10,2
1100331446,2016,2017/12/20,9,7,2
7885936,2016,2017/7/20,7,0,2
657374049,2016,2017/12/20,11,9,2
223774194,2016,2017/11/20,12,7,2
570110732,2016,2017/3/20,10,7,2
132252620,2016,2017/7/20,5,3,2
721512872,2016,2017/5/20,9,8,2
1037273574,2016,2017/5/20,9,2,2
1033165268,2016,2017/4/20,7,5,29
13901574,2016,2017/11/20,9,5,29
706663058,2016,2017/8/20,3,0,29
1095422184,2016,2017/12/20,10,2,29
646860149,2016,2017/10/30,11,8,22
1055695078,2016,2017/8/20,3,1,29
327419767,2016,2017/9/20,27,12,2
1062494537,2016,2017/12/20,9,9,2
639741680,2016,2017/11/20,4,6,2
661431644,2016,2017/3/20,4,4,2
873339738,2016,2017/6/20,75,23,2
478694836,2016,2017/9/18,10,9,22
1039460060,2016,2017/2/20,4,5,2
773282870,2016,2017/2/28,4,2,26
698919296,2016,2017/10/20,8,1,2
1132590901,2016,2017/7/20,5,7,2
98594981,2016,2017/1/20,5,3,2
538525337,2016,2017/3/20,34,,2
86008009,2016,2017/1/7,5,9,22
817869877,2016,2017/6/20,12,8,2
1107971885,2016,2017/5/20,3,4,2
184267873,2016,2017/3/20,67,29,2
125719818,2016,2017/11/9,9,4,22
511217185,2016,2017/1/20,5,8,2
711339797,2016,2017/11/26,2,3,22
942916950,2016,2017/2/20,11,10,2
196962704,2016,2017/3/20,1,5,2
1012571744,2016,2017/8/20,7,7,2
514365556,2016,2017/11/20,4,7,2
759860954,2016,2017/12/20,5,5,2
982499684,2016,2017/2/20,10,5,2
679229785,2016,2017/11/20,2,7,2
590538877,2016,2017/2/20,9,8,2
245225989,2016,2017/3/9,4,0,24
803236143,2017,2018/3/8,10,8,22
26509673,2016,,6,2,22
1157154471,2016,2017/3/19,337,48,22
289952886,2016,2017/7/17,6,7,22
804563046,2017,2018/5/10,3,1,22
896021346,2017,2018/10/16,3,9,22
64138306,2017,2018/1/25,7,6,22
566222383,2016,2017/12/21,4,0,22
409539752,2015,2016/3/23,7,,22
1042696974,2017,2018/1/28,26,5,22
407670075,2017,2018/4/3,6,3,22
904741369,2017,2018/2/23,65,13,22
577874949,2016,2017/10/15,14,14,22
1233927067,2014,2015/6/27,,,29
1233927067,2015,2017/3/30,,,29
1027458962,2017,2018/8/9,16,3,22
180580702,2017,2018/4/20,59,31,22
398293449,2016,2017/6/24,9,9,22
212558380,2016,2017/11/24,8,8,22
804599342,2017,2018/1/18,6,0,22
531283779,2013,2017/2/10,4,,22
807678296,2016,2017/2/22,5,7,22
1183226833,2017,2018/6/8,12,9,22
489884570,2016,2018/7/8,6,7,22
668977235,2017,2018/1/15,1,4,22
1073542190,2017,2018/7/27,13,4,22
439651975,2017,2018/10/2,8,6,22
161257613,2017,2018/9/1,30,18,22
998799875,2017,2018/5/16,5,2,22
332977854,2017,2018/4/13,18,9,22
297320039,2017,2018/5/20,9,6,22
1010623238,2016,2017/1/18,35,9,22
543094507,2017,2018/10/23,6,2,26
281430649,2017,2018/4/28,2,10,22
1001111012,2016,2017/10/18,25,12,22
1001111012,2017,2018/9/20,27,7,22
641775820,2016,2017/2/1,3,2,22
622207797,2016,2017/12/26,13,10,22
1107756452,2017,2018/8/23,10,5,24
1107756452,2016,2017/12/29,13,5,24
262456287,2016,2017/3/9,5,3,22
651474128,2017,2018/3/7,9,8,27
890647815,2017,2018/2/18,17,3,22
272403241,2017,2018/2/25,11,4,26
452889215,2017,2018/4/11,45,,22
759418533,2017,2018/1/4,234,35,22
403721550,2016,2017/9/10,14,8,22
321446565,2017,2018/12/24,11,,22
321446565,2016,2017/3/24,12,,22
327419767,2017,2018/8/11,27,6,22
873339738,2017,2018/2/9,75,17,22
197841580,2017,2018/11/30,13,4,22
714693852,2016,2017/11/27,328,147,22
464483653,2016,2017/3/20,5,9,22
790442864,2015,2016/10/13,13,,22
410927364,2016,2017/1/19,25,14,22
344772238,2017,2018/6/9,8,,22
450364618,2017,2018/7/24,12,2,22
838492028,2017,2018/3/13,10,3,22
303803681,2017,2018/9/6,8,7,22
284729855,2016,2018/6/22,85,17,22
1225419386,2016,2017/4/3,11,8,22
1225419386,2017,2018/8/30,7,6,22
1006644493,2017,2018/2/23,26,3,22
1200764150,2016,2017/4/23,16,11,22
783800084,2017,2018/11/29,10,,22
870499969,2017,2018/3/1,13,2,22
470391166,2016,2017/12/20,11,3,22
337501821,2017,2018/7/7,9,8,22
569612202,2017,2018/6/14,5,,24
827036520,2016,2018/9/20,8,5,16
13748801,2017,2018/7/12,5,8,22
13748801,2016,2017/9/19,7,1,22
1016936920,2015,2016/4/3,7,,22
672025766,2017,2018/6/13,5,6,22
457690583,2017,2018/11/25,32,6,22
14592989,2016,2017/8/9,39,,22
624346306,2015,2016/4/30,3,,15
1126254280,2016,2017/2/13,3,6,22
487722467,2017,2018/2/19,,,29
519507267,2017,2018/1/27,8,3,22
519507267,2016,2017/4/25,8,3,22
191607149,2017,2018/11/22,14,7,22
37348978,2017,2018/5/8,24,18,22
926094219,2017,2018/11/2,,0,22
481018530,2017,2018/5/22,6,,22
384031993,2017,2018/12/12,5,4,22
196962704,2017,2018/1/20,11,8,22
589559168,2017,2018/6/24,11,8,22
270862536,2017,2018/9/19,7,,24
132193330,2017,2018/7/24,12,,22
270862536,2016,2017/10/9,4,,24
1075642957,2016,2017/12/17,132,,22
846363200,2017,2018/12/25,4,5,22
739711013,2016,2017/9/12,7,,29
182607394,2017,2018/7/18,9,7,22
113667724,2017,2018/3/25,2,9,22
1053198233,2017,2018/8/28,5,1,22
1053198233,2016,2017/5/15,4,2,22
88140134,2017,2018/9/4,25,21,22
406807070,2016,2017/3/22,8,11,22
1012448176,2016,2017/3/16,10,7,22
408807999,2017,2018/4/27,2,7,22
915463143,2017,2018/8/16,13,8,22
905923094,2016,2017/10/15,10,4,22
701492472,2016,2017/8/9,6,7,22
160936990,2017,2018/10/2,9,7,22
905923094,2017,2018/7/14,2,7,22
1095858842,2016,2017/11/7,24,15,26
1091324178,2017,2018/9/15,6,4,22
1008158207,2016,2017/7/5,3,8,22
1186089404,2017,2018/12/25,10,,22
1138034768,2017,2018/8/23,3,7,22
754901078,2016,2017/12/13,3,3,22
494622092,2016,2017/4/19,6,3,22
1132590901,2017,2018/6/20,4,3,22
1180822187,2016,2017/11/2,6,,29
969229259,2017,2018/9/14,11,2,22
453789571,2017,2018/3/24,107,,29
451852035,2017,2018/5/18,2,,22
87279810,2016,2017/1/26,11,6,22
313675833,2016,2017/4/28,8,1,22
534842982,2017,2018/2/8,14,5,22
159891237,2016,2017/8/27,2,10,22
159891237,2017,2018/3/10,5,9,22
732596560,2014,2015/4/17,,,29
759877109,2016,2017/3/16,14,9,15
95133961,2017,2018/8/24,33,15,22
263907258,2017,2018/4/29,14,,22
480703120,2016,2017/4/5,14,2,22
480703120,2017,2018/2/17,12,3,22
368420161,2016,2017/11/24,7,4,15
93132708,2016,2017/8/14,3,7,26
1012571744,2013,2017/3/15,2,,22
816562138,2016,2017/6/4,10,6,22
1202200469,2016,2017/3/27,9,7,22
815878087,2016,2017/4/14,20,14,22
443771706,2015,2017/7/3,122,,22
680715980,2016,2017/10/28,2,4,22
390006605,2017,2018/6/14,7,11,22
680715980,2017,2018/5/12,5,8,22
160710048,2017,2018/6/2,11,,22
1209948197,2016,2017/8/10,2,3,22
1209948197,2017,2018/1/30,1,6,22
699920662,2014,2015/1/16,19,,22
699920662,2017,2018/8/13,21,,22
763750395,2017,2018/10/28,12,11,22
727215858,2016,2017/6/2,7,8,22
305111313,2017,2018/12/22,1,5,22
694417484,2017,2018/2/13,7,8,24
694417484,2016,2017/12/12,7,7,22
837731936,2014,2015/4/24,66,,22
837731936,2013,2014/2/23,68,,22
837731936,2017,2018/7/8,66,,22
590718642,2016,2017/1/2,7,9,22
493238194,2015,2016/1/19,,,29
718367147,2017,2018/1/29,8,9,22
1221998999,2016,2017/5/2,14,0,22
1019678459,2016,2017/12/29,8,1,22
245533226,2017,2018/4/19,6,4,15
28075828,2016,2017/6/22,9,0,22
535968655,2014,2015/1/5,,,29
458522730,2017,2018/11/19,3,7,24
855724058,2016,2017/11/8,3,1,22
827142550,2016,2017/12/22,4,,22
284516807,2017,2018/6/22,12,12,22
836448228,2014,2015/10/13,,,29
388960500,2014,2016/12/11,,,29
1105911359,2017,2018/5/23,7,5,22
177996696,2017,2018/4/24,4,4,24
445281103,2017,2018/7/24,13,8,22
