entid,ANCHEYEAR,ispublic,ASSGRO,LIAGRO,VENDINC,MAIBUSINC,PROGRO,NETINC,RATGRO,TOTEQU
1189743165,2015,1,,,1.648730767,0.386541522,,2.036407918,-0.409807823,
1189743165,2017,1,,,94.82102151,94.65911506,,2.999698035,2.131259691,
1189743165,2013,1,,,0.067679899,0.67503978,,-2.029157711,-1.452572209,
1189743165,2016,1,,,29.55538847,31.82272005,,13.49398863,0.135633384,
371694270,2016,1,-0.103624499,-0.988084173,-0.494245854,0.133073996,-0.528364868,-0.156076907,-0.137212274,-0.057930267
737891753,2017,1,1000.20613,-1.658695219,-0.857922931,-0.826889251,-0.257022359,-0.069211408,0.421256425,998.6001188
1155942293,2013,1,,,36323.30103,36319.2482,,14789.1529,7079.853389,
1155942293,2014,1,,,38472.34547,38469.58556,,15038.03016,6988.52291,
1155942293,2015,1,,,42511.60799,42512.95403,,17008.00246,7982.004625,
1155942293,2017,1,,,32701.86906,32701.28715,,14030.71136,304.2455983,
421844157,2015,1,1.728296085,-0.298341449,-1.426309509,-0.990020578,-1.445286946,-0.203592876,0.8111653,1.657839769
421844157,2014,1,0.238078845,-0.680656216,0.234593889,0.331506394,1.465246977,0.458816135,-0.216472249,0.01060284
421844157,2016,1,-0.472763268,-1.10510741,-0.348975225,1.207622654,0.851618056,-0.6269426,-0.001767166,-0.332956178
428159673,2016,1,,,-0.606148855,-0.067410259,,1.004186614,0.523961964,
1190155319,2015,1,,,0.19070966,-0.054203391,,-1.89466143,-0.103098404,
1190155319,2014,1,,,-0.211298573,0.198972118,,-1.210279823,-0.424678066,
1190155319,2013,1,,,0.911330762,-0.401881183,,0.589483143,-2.104796956,
759937211,2016,1,-1.62376908,-0.189981368,0.938327803,-0.430738067,-0.544086165,1.743259968,-0.021190847,0.228797569
868801760,2016,1,0.20233742,-0.596848612,-0.117261342,-0.229105738,-0.239357825,-0.691774212,1.075443089,-0.474386093
253310567,2016,1,,,0.522138005,,,1.60876406,-1.55647322,
253310567,2015,1,,,0.178899593,,,-0.866106368,-1.52592821,
139799966,2017,1,,,-0.951069086,-0.523476501,,-0.502361369,-0.157634844,
864229628,2016,1,320.0063459,69.17902001,0.800026289,-0.389992585,-0.56448723,-1.068848101,1.246684966,249.9825373
864229628,2017,1,320.5384718,70.79521,-1.557129536,0.523459999,1.148815235,-1.724113074,0.091827127,247.5379509
864229628,2015,1,1.307220247,1.639912041,2.662978996,0.873348556,2.527671883,0.675686409,0.788758611,0.403175262
1082490942,2017,1,,,1000.880121,998.9899332,,669.5598797,198.6676351,
1090847978,2013,1,,,61199.98188,,,22012.22354,5452.038982,
1090847978,2017,1,,,49122.08497,,,29412.65903,9824.91349,
1090847978,2016,1,,,49406.13841,,,20887.91364,7026.922085,
1090847978,2014,1,,,44604.2984,,,22976.00014,6035.903872,
225394176,2017,1,,,8801.803768,8802.4853,,5489.554174,1004.10854,
1084656325,2015,1,-0.763808621,-1.570341452,-1.150716179,-1.090468803,-0.045969404,-0.658040873,-0.156592976,-1.01812221
1084656325,2016,1,-0.684644019,7.025058697,-0.173712019,2.049944208,-7.454599661,-7.842023927,0.401665002,-8.101547103
1084656325,2017,1,0.261166136,0.007439467,-2.870350751,0.526823695,-0.440132967,0.07964185,0.845724793,0.538431602
515805204,2016,1,,,1.270649918,0.174869415,,-1.776472539,-1.743806066,
583114121,2017,1,,,22700.49094,22698.62015,,-10676.66219,2303.864854,
583114121,2016,1,,,20961.7323,20962.08049,,-12891.03641,1495.886315,
583114121,2015,1,,,22073.0691,22071.94615,,-3750.235401,1056.810711,
451175570,2017,1,-2.342008719,0.361836168,0.008289034,0.560333002,-1.029456414,-0.301919115,-0.104523282,0.694055468
451175570,2016,1,-0.313636835,-0.245883995,0.595902715,2.029036557,0.472943027,0.508643215,-0.526967359,0.633130342
877487169,2017,1,28.96842992,27.27275185,-3.241774204,0.503497554,-0.527313274,-1.540670889,-1.014681034,0.652021293
877487169,2016,1,25.72133169,28.25914111,-0.666868629,-0.794997175,-0.034270778,-0.23638134,-0.32237723,-0.288736982
321583165,2017,1,998.2342029,1001.519105,-1.843409023,-1.290858045,1.129649525,-0.084148812,2.716215872,999.9013061
345337235,2016,1,98.20369634,-0.033027253,12.1382661,13.66058903,4.02411746,5.271334516,-0.928428666,96.98856137
382534246,2017,1,-0.5795719,0.413757222,-0.33438895,0.250135451,0.008659271,-0.769280088,1.802338256,0.672011026
219488280,2015,1,,,1.181232617,-1.461534976,,-319.9883121,-0.469937164,
219488280,2017,1,,,1.253278295,1.64217931,,0.664728052,-1.086419121,
1185979689,2017,1,,,804.1977549,806.6981165,,-560.1629032,8.04901059,
462447349,2017,1,,,-0.000900882,-0.248832907,,1.695627473,2.407285648,
462447349,2015,1,,,-0.328102044,-0.974737157,,-1.431774984,-0.262171049,
462447349,2016,1,,,0.229505201,-0.615253295,,-0.400754968,0.801415112,
925250378,2017,1,1001.158825,1.58002457,18.87584305,21.26720197,19.94866154,18.92647377,0.232996716,999.3990529
254160203,2016,1,,,0.365544178,0.894574824,,0.34834519,-0.496301395,
254160203,2015,1,,,-1.554158021,-0.059772732,,1.06023872,-0.13062229,
254160203,2017,1,,,0.797185326,0.321219212,,0.0965402,1.77998103,
978827451,2015,1,2000.240346,-0.221891878,-0.949117855,0.540060076,1.036547083,0.520623453,-0.898925256,2001.551222
978827451,2016,1,1998.24026,-0.737266462,-0.55882205,-0.066011274,-0.196809308,-0.431582909,0.244433721,2000.125616
194980333,2017,1,1.776672408,1.518501191,1.201381583,0.163259042,2.673327639,0.160959837,-0.135363122,1.303214374
922667663,2017,1,-0.488317882,0.185686184,-0.212600126,-0.627545331,0.205047893,0.028406418,0.819138542,0.956822482
170689014,2017,1,,,1090.812978,1088.722288,,-255.1393923,0.339300315,
170689014,2016,1,,,11447700.06,11447700.39,,-5099259.761,6698.251417,
170689014,2015,1,,,12815798.4,12815799.77,,-7593060.757,6566.124632,
200751039,2017,1,19.70612823,-0.866213526,0.081297866,-0.019468075,0.716899738,-0.260451136,-0.770041238,19.88208924
626617037,2016,1,-0.4028806,-0.588692921,-1.269930273,0.433413534,0.429267182,-1.187594925,1.194257656,0.049468936
445220130,2016,1,,,0.061564325,-2.038800861,,1.056495273,-0.064668909,
1036107901,2016,1,999.5746562,-0.53750643,-0.98732604,-0.113347147,-0.357357212,-0.398091932,-0.747407396,999.8313618
1036107901,2017,1,999.7922957,2.66672197,-3.042096344,-0.831697915,-0.205108885,-0.562944962,-0.569944285,999.6387873
354991442,2017,1,31088099.02,20946797.89,867442.7392,867445.1727,121586.5511,121586.9334,2592.618294,10141299.9
771224914,2017,1,1.42498576,1.227753615,1.176336668,0.878603374,0.33071815,-0.773810687,0.912323517,-0.346762857
1183612658,2018,1,1001.147931,1.195707312,-0.325218084,0.379994749,-2.368652139,-1.754707185,-0.65250979,1000.524784
200751039,2018,1,21.08228862,0.478179777,-0.294597024,-0.57014525,0.262478835,0.076533226,0.87310283,20.06339028
653184071,2018,1,-0.06078231,-0.640592166,-2.225249399,1.213160007,1.603470668,1.192869721,0.469278263,0.662991825
583114121,2018,1,,,,34368.53261,,,2024.732267,
463935137,2018,1,3.486255909,-1.075822807,0.402065659,-0.271220591,1.436861722,-0.815477445,0.975524795,1.938383455
180016517,2018,1,,,,,1.164395124,,,1.321364837
1036107901,2018,1,1000.089519,0.622710742,0.264873995,0.003398563,-0.328289549,0.296221601,1.319841077,-0.241168039
880847377,2018,1,57.43926926,6.149311154,22.93573686,21.72295434,0.385047549,0.020899663,0.661996811,49.76362055
1116658045,2017,1,-1.119437352,-0.873091987,-1.655745213,-0.723461096,-1.767672698,-0.498342722,1.732118919,0.213405431
690781913,2017,1,0.745280751,-1.044650235,0.133510854,0.776658231,-0.327700802,0.118582174,2.109006007,-0.351240611
1065763127,2017,1,30.44728594,-0.109512524,0.492610603,0.377183021,0.089264118,-0.263434528,-1.016632297,29.77031159
794816216,2017,1,99.96229437,0.347565614,-0.388236063,-1.641380736,-0.510389038,-1.184119851,-1.242127082,1.918258883
652250551,2017,1,-0.408330982,-0.359045963,-0.378673568,-0.342116292,0.314733492,0.767293014,0.923219142,-1.218122847
635226615,2018,1,-0.192312522,0.03659552,1.674286124,0.72135,-0.937874558,1.0811496,0.65932938,0.816372309
635226615,2017,1,1.428807508,-0.543143904,0.208744883,-0.279851619,0.870100799,-0.734822994,-0.024161434,0.27553103
978425250,2017,1,9.634822253,0.065556494,0.95978794,-0.344295813,-0.781667306,0.74282217,-0.339989701,8.675782243
1109695431,2018,1,-0.688476695,-0.333212832,-0.796603931,0.137370135,-1.546052093,-0.128306653,0.72318307,0.232163402
507043244,2017,1,8.924471737,-0.511462642,-0.229292737,-1.408159108,-0.935140678,-1.740365343,-0.684330245,8.911652391
1070182067,2017,1,9.709745665,1.446151563,0.508162357,1.670313417,-1.48719041,-0.297686939,-1.411621161,-0.094792373
1070182067,2018,1,9.948445708,-0.977168827,-0.630915598,-0.911761657,0.039778196,0.09661765,1.626540123,0.757646237
958908459,2017,1,49.98323289,0.108045593,27.91462402,18.03166998,28.67949192,21.35627597,0.294781458,40.29930826
958908459,2018,1,51.14839706,1.952929423,29.63169159,19.22233724,29.13025665,19.91622209,-0.092636109,39.0295665
992237603,2017,1,-1.511985838,-0.51401723,-0.425424698,-0.201025841,-1.256428284,0.795798788,-0.219242683,-0.216640941
545175795,2017,1,30.55964943,1.466469782,4.966784919,5.281209308,5.895409241,2.552247301,-0.729852083,29.527601
379903178,2018,1,-0.970029437,0.852528698,0.209410765,0.149868967,1.640956596,0.320258312,-0.910313777,0.338234137
643995819,2017,1,-2.30620458,0.220694415,1.28469384,0.20511194,-0.180074817,-0.721861799,1.133468302,-1.640535636
1190580640,2018,1,100.6987958,-0.801500956,0.118343782,-2.038030834,-1.207125857,-1.633195334,0.806241267,100.3205943
634673813,2018,1,0.860609383,1.274694294,26.43605808,24.13186946,-22.34080859,-19.85144082,1.034510731,-30.27968464
187884675,2017,1,1.798325202,0.330078357,-0.095618544,-0.062908475,-1.831288615,-1.169190663,-0.150185127,0.873071524
970738170,2017,1,7.25737686,4.146447871,11.64491308,10.25178824,-3.240981417,-2.96358226,-1.259492306,2.777750425
781576227,2018,1,2009.653445,775.6405031,1.084189587,0.899924068,-1.728562149,0.137752377,-1.427151401,1235.018333
944558367,2017,1,2467.06849,1753.681107,23743.85243,23742.84329,27.41886722,20.46632209,91.52047586,712.9164466
1183612658,2017,1,999.2727777,0.15515846,-0.522437789,-0.788328605,-2.109967128,0.898173429,-1.069871942,1000.819248
606816694,2018,1,3435.202579,2878.072984,1575.273278,1576.762149,322.2056964,244.4157944,230.1893356,558.6309511
970738170,2018,1,0.614030374,-0.581643433,1.68378083,1.214640892,0.923786864,-0.100170722,0.654197529,-0.44335125
109349946,2017,1,9.392031202,-1.130014231,-0.469996457,1.71784014,-1.032475425,-0.583631293,-1.240357286,11.8525931
103517987,2018,1,598.4887267,493.2986797,-0.176917166,-0.423599384,-0.071999463,0.544331284,-0.219215906,105.6332186
588613815,2018,1,4999.71066,-0.454151894,0.559350755,-1.199872081,-0.284661224,0.184492909,-0.81037093,4999.499123
852094752,2018,1,4.065235002,-0.277219362,2.700204321,0.871244039,-0.700019513,0.073643793,-0.089182072,-0.317323325
189837841,2018,1,973.4853154,4.540017829,-0.309958931,-0.205709414,-33.19593114,-33.58015476,0.907375441,968.2945148
189837841,2017,1,298.6962258,0.236341678,-1.461577191,-0.589478611,0.222672329,-0.777352797,-1.853954511,297.7414907
978827451,2018,1,1999.812263,2000.93574,26.44635033,24.26351811,1.111960423,0.055402369,0.855816552,0.17843169
527302025,2017,1,1.069514511,1.668946106,0.343761061,0.760986143,0.501369405,-0.995793318,-0.211683277,-1.189928609
785979544,2018,1,19780800.65,8244.745762,0.471676584,0.661225212,-1.203867865,1.469764507,67.11823782,19773300.24
758076239,2017,1,4498.294245,-0.053018908,1.852597324,1.006111734,1.561482387,1.760973184,0.793431081,4500.300755
1138059871,2018,1,40779.8028,113.5475538,0.305926081,-1.032460473,-8.793321585,-8.74030241,-0.183337543,40665.30742
1156804547,2018,1,1009.309242,42.12528948,-0.827491023,-0.985357169,-3.749656797,-3.876169241,0.935513766,967.101177
464496132,2017,1,-0.05500266,0.990309158,-0.521855638,0.175603153,0.555242214,0.060059847,-1.21916263,0.089180337
886096723,2018,1,510.9488134,509.2072704,0.749669359,1.895456772,-1.043084667,-0.748669135,-0.55395529,-1.409652871
1126948899,2018,1,-0.441831117,-1.5593315,0.839832667,0.100200738,-0.149696613,0.372140375,-0.110169168,-0.313790881
96684219,2018,1,3574.111462,2987.2374,1.138684922,-0.463869022,-13.33537751,-14.03811032,-0.758858975,589.3839181
96684219,2017,1,6749.023505,7011.618483,1.415283516,-0.378914072,-46.63592912,-45.92911068,0.85717357,-262.5917293
1200400610,2018,1,6933.549355,4359.858665,1.362222237,-1.682465173,-148.2078025,-146.7809621,3.646981206,2576.649803
1165654536,2018,1,124907.2636,10285.45372,0.177460855,1.098099691,1.214825169,0.35739288,-0.30288862,114620.8966
451175570,2018,1,-0.275028496,-0.194030159,-0.061703005,0.717506624,-1.968557296,-1.719141046,-0.222347927,-1.515843059
440892289,2018,1,0.853642381,2.135868854,0.091219471,-0.400944479,0.915219054,0.433817889,-2.06776843,2.702294331
316088181,2018,1,-0.315475107,0.290099108,-1.06967587,-0.501918963,-0.316700804,2.252509227,-0.637835523,0.016975333
918361308,2018,1,98.73919087,10.83592113,74.38051639,75.19183827,-35.45894689,-33.39532228,8.635885201,87.49595302
818326003,2018,1,1.556185996,-1.129299101,-1.600936684,0.885324854,-0.076881528,0.5251748,-1.14319628,1.968608182
923269747,2018,1,1088.754466,86.21815044,-0.231120439,0.283387194,-411.4290958,-411.5438738,-0.864950387,999.2051367
1134259656,2018,1,21.29028088,0.293151674,12.49873704,9.983731809,1.087635785,1.341987535,-1.444212026,21.63983968
153076721,2018,1,143090.8889,113843.4342,24.57232451,24.5350594,-393.7292564,392.376229,-0.349076115,29248.1439
349562477,2018,1,1221.706786,354.0345089,-0.679082234,1.779511377,-133.5561699,-132.9475423,0.463701138,867.7250046
37548048,2018,1,1.190373798,0.300241684,-0.418492556,1.046523,1.824696843,0.623186911,-2.22212311,-0.11603407
36393553,2018,1,61.66948627,-0.46689486,-1.261216805,0.26760939,-3.897945495,-2.418939212,-0.3202584,60.31442883
969723121,2018,1,0.045286298,0.520484225,-0.360648792,-1.952218323,0.610663788,0.755055862,-0.657720622,-0.563848432
217670802,2018,1,0.571602848,1.779093406,-1.482507272,0.289183974,-1.175212916,0.843078135,0.182656681,0.787624185
877487169,2018,1,27.15081971,28.29333691,1.158680507,1.359446256,1.206125664,-1.674807868,0.013332265,0.286748617
79532710,2018,1,7529.417455,983.4350121,542.4024993,502.268707,129.1846609,117.0184366,137.6308805,6544.633085
753544918,2018,1,1977.18156,0.908828812,-0.254620213,1.488426503,-1.281381389,-0.395534203,1.861764093,1977.831088
737891753,2018,1,998.7626707,0.766193536,0.715530489,0.64036829,0.803596429,-0.226316265,-1.462414674,999.2398133
679653679,2018,1,999.3937594,0.439321904,0.702251403,-1.162350898,-0.04169809,0.074148799,0.838279493,-0.845928677
310561131,2018,1,1192.799283,300.939584,2.014184664,-0.309863967,-18.99087442,-18.95297573,0.387858676,891.8393706
787246286,2018,1,10225.13513,568.0941126,0.523218772,-2.014166524,-257.6312202,-258.4961224,1.631448528,9657.842928
1031716664,2018,1,0.37980656,0.633680538,0.778671746,-1.097787943,-1.327577559,1.974285032,0.691899023,1.577356651
530342741,2018,1,0.755549794,1.208187078,0.519600777,-0.869008618,0.022212051,0.630835862,-0.335121836,-0.369476658
530342741,2017,1,1.17833232,1.164010555,0.140005639,-0.215589752,-1.044165934,-0.064994042,-0.780093867,0.646152762
40238525,2018,1,-0.342257827,-0.453587756,-0.917682878,1.265764624,0.760677763,1.526154689,-0.475014885,0.085733272
40238525,2017,1,0.462739456,0.592467902,-0.65928347,0.759107,1.228676767,-1.358567241,-0.088817603,0.016748697
899638937,2017,1,-0.745643953,-0.80011567,1.196681283,0.483390909,-1.413308583,0.6168366,1.868136624,0.665274608
170154605,2018,1,201.0182354,0.962676239,21.72212379,14.07861832,10.92192818,9.400539371,0.434540184,201.2510627
333831953,2018,1,-0.65602783,0.400038202,-0.490154205,1.260384022,0.863863466,-0.11382805,-0.386304655,-0.554050095
796034628,2018,1,-0.155179089,0.090958142,-0.911517139,-0.019410106,0.86977893,1.634337735,-0.719937139,-0.494185806
60048059,2018,1,1.932992229,2.299718919,0.005579816,-0.088428818,0.361748199,-0.94744965,1.227290083,1.194454088
242119654,2018,1,320.2510358,9.74093047,247.0519474,102.9130464,135.8989884,121.1814477,24.5821016,307.4176296
478886296,2018,1,83672.15063,27571.62844,-0.174607934,-0.568321653,-35.60866678,-34.28103033,-0.562091494,56099.79237
478886296,2017,1,83681.33002,27545.43216,0.221660173,-0.123807522,-28.13618075,-30.3828362,-1.240758519,56134.53962
773481184,2018,1,-0.731226911,1.640064276,-1.287508472,0.817211027,0.431053869,0.680245137,0.119573874,-0.715419881
984763588,2017,1,958.2036342,2.046512317,-0.451359669,-0.069776465,-1.377487215,-0.291832532,-0.450227709,959.781251
984763588,2018,1,958.0606885,1.644821814,1.219943876,-0.874646314,0.694834664,-2.026688473,0.357219602,957.7010958
19850270,2018,1,0.710531039,0.782338243,-0.840173442,0.166958698,1.927610315,-0.786558755,-0.615330586,-2.327805048
559790998,2018,1,384292.747,423619.736,-0.25497584,-0.089154986,11326.5462,11325.73283,2.373433248,-39325.78873
873360537,2018,1,3643.49974,3899.886156,0.345742203,-0.370816162,-253.5422898,-256.1599785,0.007104539,-255.9237438
220448783,2018,1,-1.788283976,1.410312338,0.514692168,-0.138633511,1.098442816,-1.173378584,-0.076552067,-0.184748157
27666724,2018,1,730.3654395,731.1192932,0.167947946,-0.007876463,-0.154804161,0.09656577,0.215168635,729.8772005
925250378,2018,1,999.1691666,-0.324133886,19.46358293,20.49421177,21.33119421,20.79384596,-0.224871293,999.3998302
50642953,2018,1,9.011887416,-0.811430313,0.00458587,2.266669187,-2.063043048,1.894407249,0.720788469,10.78602543
897511444,2018,1,1.915886838,-0.834897732,-0.811894513,1.161449553,0.181982765,0.569860494,-0.088223181,0.48751374
897511444,2017,1,21.38880297,0.178742833,0.588458954,0.116564425,-0.796660253,-0.032690479,-0.035523747,18.45177099
483678988,2018,1,0.752863091,0.79039982,1.993986453,-0.000595023,-1.343389797,1.878311194,-0.334023457,1.28389506
483678988,2017,1,1.879194541,-0.632447608,-0.367824832,0.035182161,0.681933992,0.98272159,-0.68982114,0.033299114
1132808434,2018,1,32.52758014,-2.18417891,-0.417556636,-0.422361662,-17.10395178,-18.45220223,-0.919477476,32.34825688
615613250,2018,1,3011.97997,20.91915862,-1.110436579,-1.365837016,-11.89371852,-12.95115205,1180.518574,2991.419612
225291331,2018,1,428210.0967,359300.2235,400.1758991,399.1832713,-920.1232092,-919.5094965,2233.937126,68911.33107
288524275,2018,1,-0.430554053,-0.509926948,1.200754035,-0.06428933,0.104076388,-0.001922679,0.878958206,0.241286807
119111279,2018,1,0.350727861,-0.345492853,-0.571462904,0.515287549,0.778487991,0.925419133,-1.622832527,-0.123435173
486412462,2018,1,993.6869224,7.368391207,0.412435963,1.83901871,0.812904733,0.460016388,-0.651969968,989.1133239
159157541,2018,1,1.401688349,0.108571608,0.183931624,-0.523410991,-0.671284973,-0.49552455,-1.828065308,-0.137259946
159157541,2017,1,-1.044738812,0.96763007,-0.381367819,0.503911271,1.497310023,-1.304992925,-0.634507242,-0.010542676
1021056068,2017,1,108.3292114,-1.400506067,-0.943232101,1.696274963,-29.73099996,-32.51928779,0.072257642,105.7080588
1021056068,2018,1,106.9381725,-0.401865433,0.068538192,0.846698822,-129.6809775,-128.627538,-0.613529624,106.2704789
999053299,2018,1,39592.00919,41161.02992,29099.82603,29100.15649,-2571.238603,-2573.346109,477.0971551,-1572.309422
1026706366,2018,1,1999.227926,-0.970607969,1.44188447,-0.238179006,-0.99455839,-0.563777711,0.489100706,2000.037622
1231570966,2018,1,-1.780030878,0.373610639,0.277358073,1.229083309,-1.457313315,2.019801419,-1.871009015,-0.738609318
1231570966,2017,1,1.284513406,-0.352470925,-0.103207342,-1.642861508,-1.762785592,0.783052058,-0.966433089,-1.008210811
228182297,2018,1,-1.072728804,-0.086066876,1.047194039,1.955874237,1.400580052,0.227536381,-0.444405339,-1.610956999
363501805,2018,1,1000.285928,0.360679359,0.774333027,-0.602444335,-0.403132087,0.815907008,-0.076053959,999.9424263
354991442,2018,1,34482999.06,24206898.25,923323.9587,923324.7685,60427.03849,60429.11704,2409.281712,10276099.65
731050139,2018,1,525579.1123,471012.903,26213.54072,25978.30157,8746.580714,6640.959168,2999.492112,54564.02855
472401174,2018,1,9999.332103,9999.680884,0.922441284,-0.573620897,0.557266934,-0.364504198,-1.908298504,-2.030742227
671030964,2018,1,199.8771806,0.17812081,-1.668796128,-0.819723127,19.55848606,20.50234788,-1.507054198,199.5552517
1084656325,2018,1,0.053841528,-0.989401315,0.139491954,0.022600587,0.027795403,-0.406839505,-1.729248191,0.556093138
691454697,2018,1,64.48663776,23.92730706,0.234982564,0.618622867,-3.060707776,-1.895387559,0.039921727,39.66862776
421844157,2018,1,9.668379647,0.019499455,-0.677385743,-0.458011166,1.531175586,-0.999772598,-0.04446992,8.896303797
909463926,2018,1,3.424283311,1.681569569,-0.028877506,1.495967551,0.204225994,-1.466220577,0.319581049,1.762695138
575224830,2018,1,-0.575418766,1.582834136,1.083898001,1.728538762,-0.27509557,1.395526927,-1.454853875,-1.947702314
575224830,2017,1,-0.931183793,-0.500394962,0.476363397,-0.010973948,0.299792007,-1.274659569,-0.55206078,-1.767636373
1104165650,2017,1,100.0416877,1.704455801,-0.222438761,-0.333944818,-1.57526299,1.451712797,-1.788522362,99.41094356
1104165650,2018,1,101.2852099,0.525987819,-1.359015908,0.189086046,-0.542534989,-0.441607355,0.008792173,99.61557751
94628547,2018,1,-0.681918311,-0.913150492,-1.157193756,-0.867179206,0.432291676,-1.609823655,-0.096146378,0.582795666
421635817,2018,1,13.19268511,38.96015122,1.398929653,-0.494852375,-3.559650824,-3.237515804,-0.987369752,-24.32488668
652250551,2018,1,-0.27185931,-0.660844761,0.788904413,0.26213883,-2.606158264,0.597433619,-1.593959926,-0.846465526
1134127066,2018,1,0.732151969,0.16023205,-0.94084811,0.407414442,0.584030051,0.395407261,-0.015033787,1.711077463
94628547,2017,1,1.306322152,1.315233721,1.071739929,1.096294957,0.760514655,-0.481682163,1.364747225,0.1095015
587234785,2018,1,-0.11486414,0.453001966,-0.009416749,1.558338901,-0.439974856,-1.064363819,-1.070045425,0.942848537
671369696,2018,1,90425.24748,94147.27612,21128.47206,21118.21374,-2016.053249,-1540.741954,2153.029909,-3723.815275
810431967,2018,1,29.91032849,-5.334689604,23.67912527,22.52949058,-1.37371545,-0.228908024,1.250685529,35.14647924
87341364,2018,1,935.1938531,438.5110068,-0.971143554,0.756571743,-310.5527473,-311.0993186,0.378685608,495.604666
301800378,2018,1,1107.109187,12.70015779,1.151101446,-0.452461155,-2.121413915,1.516411036,0.475118743,1093.954497
867143776,2018,1,1631.685987,628.3350335,16.27734216,16.77926865,0.89439361,-0.23942781,-1.205927075,1003.895341
1233771029,2018,1,0.57714697,0.850710644,0.258150381,0.222070012,0.961655586,-0.509029244,-0.224480104,-1.358548482
1189943064,2018,1,1107.914971,0.338450508,-0.54273111,0.80802404,-0.428579369,0.347720438,-0.199822961,1107.782512
201054148,2018,1,2204221.547,-0.546712229,0.288640398,-0.346199317,1314.643818,1185.011532,131.2862557,2204218.369
796982964,2015,1,90.08637249,30.2192523,16.71437053,18.05002443,-14.07715118,-10.14875558,2.93924362,59.61905901
680070349,2014,1,3.392571724,-0.134822007,4.229903528,4.214246649,-1.680435169,0.655014259,-1.056457873,1.946090962
62924110,2014,1,15497.73585,7663.327965,13627.66941,,1222.274945,1032.936489,698.3476384,7831.887988
62924110,2013,1,15236.58555,,11898.75776,,1412.840143,1201.99195,,7172.806136
671128883,2013,1,50.50678068,-1.076717227,31.05420639,31.16009942,-0.434067403,0.399175635,1.08783341,48.47287216
443835966,2013,1,75.84277435,44.9212186,74.02438173,74.95581412,-0.609014632,0.782701215,1.030334211,28.51261565
606723263,2013,1,56.89244351,10.90730445,2.204700995,1.338413142,-4.379425415,-4.208038186,-0.022576173,44.21795783
443835966,2014,1,35.63127617,4.991621466,24.40766248,25.64060747,-0.418284108,-0.39847008,1.534996218,29.87696502
640967317,2013,1,522.7534129,35.98223345,369.8148598,369.4635687,-5.939494743,-7.584813335,20.58001496,485.5957015
796982964,2014,1,82.79683694,3.789786511,72.78530425,74.49750665,-1.180044192,-0.069909308,3.184737285,77.206255
680070349,2013,1,2.552549542,-2.194187933,3.639343275,5.831810373,-0.493155564,-0.260111913,-0.016098406,2.949344439
796982964,2013,1,84.88953941,3.609817193,89.50922194,88.83499895,0.094497667,1.062339022,2.093725404,80.99848047
305076413,2014,1,4.389938093,3.334294571,1.425267793,4.754295544,1.469229334,3.039268825,0.076349143,-0.077050103
680070349,2015,1,19.91051443,19.662019,35.66993573,36.82954019,0.326512622,2.692849326,1.435879174,0.942805695
185573460,2014,1,129.7741944,84.26294895,36.85026779,,,,,44.45731726
1080595339,2015,1,237.6919857,19.12739475,17.63251144,18.00403955,-0.128312823,0.899779979,0.901291815,216.6829761
305076413,2015,1,8.065299584,6.085735685,10.14608644,9.224134638,1.203658265,-0.924909842,0.57364427,-0.227611716
671128883,2014,1,67.45688334,17.1835524,54.76880312,53.75411216,-0.519187106,0.176750764,1.331563182,50.01482831
606723263,2014,1,52.88724929,12.5110332,-0.688282154,-0.187702885,-5.763797352,-4.880894691,0.149290521,39.41756609
599744816,2015,1,179.1219269,41.72222865,74.62495262,74.9581145,3.952802349,4.301580485,4.929144574,135.7640396
18032423,2013,1,2.159139422,-1.652378014,-0.940736981,1.776539321,0.159913489,1.293529602,-0.374156143,5.757410641
269619435,2014,1,19.82596819,21.7771109,19.64242806,20.6634857,-0.573462778,-1.290634035,0.790786668,-1.680186643
333660563,2013,1,122.4526102,28.23139539,,19.24227582,10.0218359,8.162849456,2.223582037,94.02330746
269619435,2015,1,52.54251061,18.70047105,104.857215,105.6376932,-1.946895971,1.70527809,2.915835475,37.56443826
1166236995,2013,1,,,-0.298128558,,,-3.124234263,0.064270761,
496737215,2013,1,2.871134485,-1.122127639,0.012808624,1.312936079,-2.170276421,-3.058755578,2.37474278,2.355000757
18032423,2014,1,1.627887504,0.986165149,-0.104441384,1.212468315,0.795453829,-0.78803875,-0.628633662,4.999256333
518300054,2015,1,565.8187869,469.9912212,586.8570349,587.01756,6.365459154,5.958189479,3.969797107,94.42277409
422459086,2015,1,95.71824815,23.39354019,512.4582868,510.2165577,4.513605223,0.874089791,1.61832275,71.25443002
272778500,2014,1,50.82772474,,,,,,,
885602718,2014,1,591.1612695,0.541078944,-0.618177636,-1.345094026,-7.661275856,-7.856346577,-1.528282888,589.3396143
921963405,2015,1,16.13280641,3.324329531,10.67156071,9.879845614,2.130252647,2.11200735,0.209899638,9.666910098
885602718,2015,1,588.2735331,1.946354032,-2.01685649,0.056258467,0.394432068,-2.143881912,-1.816274801,587.5846227
996346552,2014,1,333.5032384,,,,,,,
559166288,2013,1,116.5659805,82.08148203,-0.919374622,-0.246674603,1.466990417,-0.631254378,0.725415831,35.26486273
342670106,2014,1,483.9210292,712.856939,228.7824857,230.3264355,-184.9838637,-186.4107925,1.252295593,-227.5998785
315743811,2015,1,17.94452881,17.36284467,20.060396,19.9882223,-8.187260448,-6.596059625,-0.098033414,-2.974395987
